statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.10991499948431738,2.5657964979473036,2.4377820009249263,0.9501073069805841
p95,0.19748404847632617,4.712675498376476,4.611398550332522,0.9785096707637001
p99,0.24325459067767952,11.462515570892583,11.301338858574853,0.9859388010144113
mean,0.11678367294765757,2.963553838994427,2.8421972973247045,0.959050333396035
