component,samples,mean_ms,p50_ms,p95_ms,p99_ms,max_ms
parse_ms,2950,0.00756976748145801,0.007419999747071415,0.007975498738232997,0.012335500068729731,0.02040000254055485
feature_ms,2950,0.10244703420262263,0.09433500054001343,0.18223300212412127,0.22803020197898122,1.8371539990766905
matrix_ms,2950,1.6694774996463142,1.6058139990491327,1.8676095001865174,2.975955899855758,14.685300997371087
inference_ms,2950,1.2305438281241627,0.8403920001001097,2.702849999877798,13.486442800240113,24.188848998164758
calibration_ms,2950,0.00010080679819990202,0.000100000761449337,0.00011999873095192015,0.00015999830793589354,0.00046000059228390455
packaging_ms,2950,0.007201702704197348,0.0070499991124961525,0.007589998858748004,0.01205039898195536,0.03448999996180646
heuristic_proxy_ms,2950,0.11721850438827798,0.10898999971686862,0.19744494875340024,0.24367310059460556,1.8522040008974727
ml_overhead_ms,2950,2.9001221345686767,2.4530909995519323,4.422086498198041,16.54226629507316,31.07169599752524
total_ms,2950,3.0225719715507062,2.5813614993239753,4.603370500262803,16.65688739842149,31.235345002642134
