oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
103015,7725,0.07498907926030189,0.12471458571144124,0.0564796951849332,-0.06823489052650805,0.1833673014065618,0.019141393564131238,-0.16422590784243055,0.5169849920993748,0.12575896647549356,-0.3912260256238812,0.002601562879192351,0.7985074626865671,0.027702265372168286,0.05354685349680971,268,0.8188751152744745,0.09,0.99,0.75,0.99,1206,0.011707032956365578,constrained_utility:101809;fallback_max_precision:1206,1.0,0.8128378378378379,0.2884267428385075,0.8965328965328967,73.0,1.0,74.0,0.0135135135135135,-2.256756756756757,0.0556745648253294,isotonic:74,-0.11708974421200796,0.4537386062388786,-0.522588996763754,-0.0091345920497015,0.08221300445662505,-0.08440129449838188
