protocol,year,score_type,pr_auc_ap,pr_auc_trapz,prevalence,n_rows,n_positive
ml_pretrain,overall,raw_proba,0.40628301938225936,0.40621806924005666,0.07498907926030189,103015,7725
ml_pretrain,overall,calibrated_proba,0.39721104450300165,0.39819265195870834,0.07498907926030189,103015,7725
ml_pretrain,2023,raw_proba,0.2498792406760008,0.2496665583352812,0.05349918079379409,29907,1600
ml_pretrain,2023,calibrated_proba,0.22061831679505967,0.22207728973423313,0.05349918079379409,29907,1600
ml_pretrain,2024,raw_proba,0.4269418974627568,0.42677254544727616,0.07861247329943741,33239,2613
ml_pretrain,2024,calibrated_proba,0.4073926675370137,0.40900034653723505,0.07861247329943741,33239,2613
ml_pretrain,2025,raw_proba,0.47058158510432785,0.47043752717445364,0.08808848980410845,39869,3512
ml_pretrain,2025,calibrated_proba,0.4624017723391044,0.4637167296135435,0.08808848980410845,39869,3512
ml_racewise,overall,raw_proba,0.3858098439093941,0.38574862322244347,0.06701102096175555,123129,8251
ml_racewise,overall,calibrated_proba,0.3772749054343897,0.37825480682366147,0.06701102096175555,123129,8251
ml_racewise,2022,raw_proba,0.08057623214582504,0.07981091829888964,0.026150939644029033,20114,526
ml_racewise,2022,calibrated_proba,0.08385342054778704,0.08202695716415484,0.026150939644029033,20114,526
ml_racewise,2023,raw_proba,0.2498792406760008,0.2496665583352812,0.05349918079379409,29907,1600
ml_racewise,2023,calibrated_proba,0.22061831679505967,0.22207728973423313,0.05349918079379409,29907,1600
ml_racewise,2024,raw_proba,0.4269418974627568,0.42677254544727616,0.07861247329943741,33239,2613
ml_racewise,2024,calibrated_proba,0.4073926675370137,0.40900034653723505,0.07861247329943741,33239,2613
ml_racewise,2025,raw_proba,0.47058158510432785,0.47043752717445364,0.08808848980410845,39869,3512
ml_racewise,2025,calibrated_proba,0.4624017723391044,0.4637167296135435,0.08808848980410845,39869,3512
