threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.04036720229280404,0.040326271058096975,0.0
0.02,0.030672614292495504,0.030533681987261228,0.0
0.03,0.02108852745005151,0.02053918386341856,0.0
0.04,0.011688886187427389,0.010336467028662498,0.0
0.05,0.002527288315610318,-8.10438447199982e-05,0.0
0.060000000000000005,-0.0061808864127407895,-0.010720203885621282,0.0
0.06999999999999999,-0.014292909883601858,-0.021588163067187083,0.0
0.08,-0.022292342766132123,-0.03269238223096087,0.0
0.09,-0.02987578917557035,-0.044040650167564824,0.0
0.09999999999999999,-0.03705504678030815,-0.05564110183609333,0.0
0.11,-0.04418756277483197,-0.06750223781177978,0.0
0.12,-0.05093974021763955,-0.07963294505964089,0.0
0.13,-0.05772604013253929,-0.0920425191407862,0.0
0.14,-0.0640133288853456,-0.10474068796800468,0.0
0.15000000000000002,-0.07053913225878733,-0.11773763723821651,0.0
0.16,-0.07675045056518434,-0.13104403768152859,0.0
0.17,-0.08310802168069313,-0.14467107428010123,0.0
0.18000000000000002,-0.08923816809284069,-0.15863047762498053,0.0
0.19,-0.09535108493695088,-0.17293455759565926,0.0
0.2,-0.1013351973417619,-0.187596239565605,0.0
0.21000000000000002,-0.10757800982990026,-0.20262910335757472,0.0
0.22,-0.1130405780296371,-0.2180474251954923,0.0
0.23,-0.11851399269342375,-0.2338662229253039,0.0
0.24000000000000002,-0.12385845479246377,-0.25010130480590004,0.0
0.25,-0.12917038117621632,-0.266769322203312,0.0
0.26,-0.13423489134648875,-0.28388782655741085,0.0
0.27,-0.1385361261264262,-0.30147533103080004,0.0
0.28,-0.14243005465957087,-0.31955137729511673,0.0
0.29000000000000004,-0.14603244721591568,-0.3381366079612452,0.0
0.3,-0.14968219235177663,-0.35725284521783435,0.0
0.31,-0.15265489064366433,-0.3769231763079479,0.0
0.32,-0.15486048540495706,-0.39717204654777066,0.0
0.33,-0.15693112361847464,-0.41802536067534934,0.0
0.34,-0.15755660175791472,-0.43951059341285464,0.0
0.35000000000000003,-0.15854357976896272,-0.4616569102345908,0.0
0.36000000000000004,-0.15894470783693984,-0.48449529945700637,0.0
0.37,-0.15817249989387117,-0.5080587169087047,0.0
0.38,-0.15664075877953199,-0.5323822446007807,0.0
0.39,-0.15422112215167427,-0.5575032650040721,0.0
0.4,-0.15241645730340114,-0.5834616527541401,0.0
0.41000000000000003,-0.1499050138667392,-0.6102999858516678,0.0
0.42000000000000004,-0.14736006662362963,-0.6380637787111794,0.0
0.43,-0.14469667563836242,-0.6668017397411998,0.0
0.44,-0.14222036979148578,-0.6965660565222929,0.0
0.45,-0.1385223496820871,-0.7274127120954255,0.0
0.46,-0.13440371240841298,-0.7594018363934889,0.0
0.47000000000000003,-0.12986893834092544,-0.7925980974575171,0.0
0.48000000000000004,-0.12559613981933457,-0.8270711377932385,0.0
0.49,-0.12192887528623571,-0.8628960620636941,0.0
0.5,-0.11751357484399061,-0.9001539833049681,0.0
