dataset,model,sample_rows,feature_count,top_dependence_features,feature_importance_csv,global_bar,beeswarm
data_lake/ml_training_dataset_2022_2025_no_source_year_percent_race_team_v1.parquet,data_lake/models/pit_strategy_serving_bundle_no_source_year_percent_race_team_v1.joblib,5000,21,race_progress_pct;tire_life_ratio;humidity,data_lake/reports/no_source_year_percent_race_team_v1/shap_feature_importance.csv,data_lake/reports/no_source_year_percent_race_team_v1/shap_global_bar.png,data_lake/reports/no_source_year_percent_race_team_v1/shap_beeswarm.png
