year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2023,29907,1600,0.05349918079379409,0.060001403454200734,0.0473261696422492,0.05539635169071091,0.023239990888266233,0.4281674181884117,0.302566456155978,0.0025412110877052196,0.6710526315789473,0.031875,0.06085918854415275,0.789777309659946,1206
2024,33239,2613,0.07861247329943741,0.12626569800391985,0.05847303411394787,0.192258632421468,0.019345697624446132,0.5195613374739336,0.16904337492572796,0.0022263004302175158,0.8243243243243243,0.023344814389590508,0.04540379605508002,0.8710144709527965,0
2025,39869,3512,0.08808848980410845,0.1719648232463078,0.06168418729016614,0.2758708246983938,0.01591717965702838,0.5303485618371601,0.13310625156399414,0.0029596929945571748,0.864406779661017,0.029043280182232345,0.05619834710743801,0.7972334395144097,0
