dataset_csv,predictions_file,rows_aligned,rows_used,unknown_prediction_rows,known_positive_rate,sample_rows,fidelity_accuracy,fidelity_f1,selected_surrogate_id,selected_surrogate_family,selected_supports_tree_shap,surrogate_selection_reason,surrogate_min_f1_gain,notes
data_lake/reports/no_source_year_drop_medium_v1/moa_dataset_2022_2025_no_source_year_drop_medium_v1.csv,data_lake/reports/no_source_year_drop_medium_v1/moa_arf_predictions_2022_2025_no_source_year_drop_medium_v1.pred,124136,123493,643,0.05402735377713717,5000,0.8262277825013158,0.24463217177050334,rf_300_d12,RandomForestClassifier,1,selected top-ranked candidate by F1 (gain=0.025134 >= min_f1_gain=0.010000),0.01,"SHAP is computed on a selected surrogate fitted to MOA predictions, not on MOA internals"
