sde_actionable,ml_actionable,actionable_delta_ml_minus_sde,sde_scored,ml_scored,scored_delta_ml_minus_sde,sde_tp,sde_fp,ml_tp,ml_fp,sde_precision,ml_precision,precision_delta_ml_minus_sde,sde_wilson_ci_low,sde_wilson_ci_high,ml_wilson_ci_low,ml_wilson_ci_high,two_proportion_z_stat,two_proportion_z_p_value,mcnemar_cc_stat,mcnemar_cc_p_value,mcnemar_exact_stat,mcnemar_exact_p_value,overlap_scored_keys,overlap_scored_keys_from_note,overlap_vs_sde_scored_ratio,overlap_vs_ml_scored_ratio,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
6323,455,-5868,1020,302,-718,749,271,287,15,0.734313725490196,0.9503311258278144,0.2160174003376185,0.7063647025693544,0.760504455620998,0.919677572045658,0.9696720964028748,8.008388363590575,1.1102230246251563e-15,0.0,1.0,0.0,1.0,47,47,0.04607843137254902,0.15562913907284767,0.296078431372549,0.07195951288945121
