rank,model_id,family,supports_tree_shap,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected
1,rf_300_d12,RandomForestClassifier,1,0.8262277825013158,0.24463217177050334,0.15984360625574978,0.5209895052473763,0.6823222724182527,1
2,rf_100_d10,RandomForestClassifier,1,0.7731082230049799,0.21949860724233983,0.13479302086897024,0.5907046476761619,0.6871135050920933,0
3,extra_300_d12,ExtraTreesClassifier,1,0.6986112798088991,0.19628589937378535,0.114656912209889,0.6814092953523239,0.6905013521486636,0
4,logreg_balanced,LogisticRegression+Imputer+Scaler,0,0.5492530061945827,0.12853228962818003,0.07175946158552574,0.6154422788605697,0.5804581392162895,0
5,hgb_400_d8,HistGradientBoostingClassifier,0,0.9459492287137131,0.038876889848812095,0.4909090909090909,0.020239880059970013,0.509520753212095,0
