year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.409601000181283,4.144768699734411,14.160736359990542
2023,693,693,0,100.0,2.3920210005599074,4.302551599903381,8.285669280194366
2024,808,808,0,100.0,2.3892799995337555,3.8201546499294636,8.420081039967025
2025,974,974,0,100.0,2.3899704997347726,4.4283625002208264,8.51612428955376
