sde_actionable,ml_actionable,actionable_delta_ml_minus_sde,sde_scored,ml_scored,scored_delta_ml_minus_sde,sde_tp,sde_fp,ml_tp,ml_fp,sde_precision,ml_precision,precision_delta_ml_minus_sde,sde_wilson_ci_low,sde_wilson_ci_high,ml_wilson_ci_low,ml_wilson_ci_high,two_proportion_z_stat,two_proportion_z_p_value,mcnemar_cc_stat,mcnemar_cc_p_value,mcnemar_exact_stat,mcnemar_exact_p_value,overlap_scored_keys,overlap_scored_keys_from_note,overlap_vs_sde_scored_ratio,overlap_vs_ml_scored_ratio,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
6323,3143,-3180,1020,400,-620,749,271,351,49,0.734313725490196,0.8775,0.1431862745098039,0.7063647025693544,0.760504455620998,0.8417313729822828,0.9060868447953232,5.809039258782066,6.2832357095032876e-09,0.0,1.0,0.0,1.0,64,64,0.06274509803921569,0.16,0.39215686274509803,0.4970741736517476
