statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.04065000030095689,2.367495999806124,2.322265999737283,0.9808954270366054
p95,0.04595749965119465,4.432091499802482,4.386674999295791,0.9897528062070211
p99,0.05311279904162795,10.929804999905139,10.881684600162737,0.9955973231230731
mean,0.04141393933500463,2.738604334920992,2.6926598149142498,0.9832233815520972
