year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.3722109999653185,4.935119699530332,12.09122919994115
2023,693,693,0,100.0,2.361470999858284,4.183593400011886,7.087922120190352
2024,808,808,0,100.0,2.3675360002926027,4.65036885034351,13.910675620263568
2025,974,974,0,100.0,2.3678509996898356,4.400079149809242,6.978029659976517
