status,exit_code,started_at_utc,finished_at_utc,duration_sec,input_arff,moa_jar,seed,sample_frequency,instance_limit,class_index,learning_curve_output,stdout_output,stderr_output,predictions_output,final_learning evaluation instances,final_evaluation time (cpu seconds),final_model cost (RAM-Hours),final_classified instances,final_classifications correct (percent),final_Kappa Statistic (percent),final_Kappa Temporal Statistic (percent),final_Kappa M Statistic (percent),final_model training instances,final_model serialized size (bytes),final_ensemble size,final_change detections,final_[avg] model training instances,final_[err] model training instances,final_[avg] model serialized size (bytes),final_[err] model serialized size (bytes),final_[avg] tree size (nodes),final_[err] tree size (nodes),final_[avg] tree size (leaves),final_[err] tree size (leaves),final_[avg] active learning leaves,final_[err] active learning leaves,final_[avg] tree depth,final_[err] tree depth,final_[avg] active leaf byte size estimate,final_[err] active leaf byte size estimate,final_[avg] inactive leaf byte size estimate,final_[err] inactive leaf byte size estimate,final_[avg] byte size estimate overhead,final_[err] byte size estimate overhead
SUCCESS,0,2026-05-01T14:36:13.313467+00:00,2026-05-01T14:36:29.448997+00:00,16.13553,data_lake/reports/no_source_year_drop_medium_v1/moa_dataset_2022_2025_no_source_year_drop_medium_v1.arff,data_lake/tools/moa.jar,42,1000,-1,-1,data_lake/reports/no_source_year_drop_medium_v1/moa_arf_learning_curve_2022_2025_no_source_year_drop_medium_v1.csv,data_lake/reports/no_source_year_drop_medium_v1/moa_arf_stdout_2022_2025_no_source_year_drop_medium_v1.txt,data_lake/reports/no_source_year_drop_medium_v1/moa_arf_stderr_2022_2025_no_source_year_drop_medium_v1.txt,data_lake/reports/no_source_year_drop_medium_v1/moa_arf_predictions_2022_2025_no_source_year_drop_medium_v1.pred,124136.0,15.209083782,-3.934600851498545e-12,124136.0,89.87320358316686,16.87022623527597,-46.02160529678254,-51.530858244937306,124136.0,-1.0,42.0,2829.0,9971773.904761905,34257385.69661323,-1714.2619047619048,4012.773361614644,489.6428571428572,1146.5081625958685,245.30952380952385,573.2592946751714,245.30952380952385,573.2592946751714,10.61904761904762,6.727998944898488,0.0,0.0,0.0,0.0,1.0,0.0
