feature,tp_mean,fp_mean,delta_fp_minus_tp,cohens_d_fp_vs_tp,n_tp,n_fp
gapAhead,142.76898606271777,9.644066666666667,-133.1249193960511,-0.5975589524947117,287,15
pitLoss,22.17595818815331,22.633333333333333,0.4573751451800234,0.47471697390104384,287,15
airTemp,21.37212543554007,19.533333333333335,-1.8387921022067353,-0.4465367833500648,287,15
trackTemp,30.158536585365855,26.740000000000002,-3.418536585365853,-0.44584404242024406,287,15
lapTime,90.8295156794425,96.63873333333332,5.809217653890826,0.43248596472555356,287,15
gapBehind,55.551742160278756,11.272799999999998,-44.27894216027876,-0.38435603579544886,287,15
tire_life_ratio,0.6544037940379404,0.5520740740740742,-0.1023297199638662,-0.33489006815459893,287,15
pace_drop_ratio,1.0123179972658913,1.013752009902633,0.0014340126367415884,0.1265520713798741,287,15
speedTrap,295.02090592334497,293.1333333333333,-1.8875725900116436,-0.09603329170136111,287,15
humidity,55.174216027874564,54.6,-0.5742160278745629,-0.042854257856907774,287,15
position,7.344947735191638,7.4,0.05505226480836267,0.011860806737780187,287,15
