policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,3143,497,2646,112232,7754,0.02552607427982035,0.15812917594654788,0.06023512301539207,0.08723889766543794
fixed_threshold_0.10,0.1,123129,11112,3822,7290,107588,4429,0.09024681431669225,0.3439524838012959,0.46321657980850806,0.3947735371584982
fixed_threshold_0.50,0.5,123129,1487,1102,385,114493,7149,0.01207676501880142,0.7410894418291862,0.133559568537147,0.2263298418566441
