statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.10984399705193937,2.479013501215377,2.3473649998777546,0.9468948026006799
p95,0.2005705004194169,4.515832050310563,4.382907501531004,0.9705647713868326
p99,0.2415849017052087,12.069303900316239,11.931725994800166,0.988601007427407
mean,0.1186374837623404,2.8687807783187007,2.745540610153743,0.9570409251566497
