policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,311,234,77,95213,7491,0.0030189778187642577,0.752411575562701,0.030291262135922332,0.05823792931806869
fixed_threshold_0.10,0.1,103015,12854,4250,8604,86686,3475,0.12477794495947192,0.3306363777812354,0.5501618122977346,0.413042421886389
fixed_threshold_0.50,0.5,103015,1125,752,373,94917,6973,0.010920739698102219,0.6684444444444444,0.0973462783171521,0.16994350282485876
