threshold,year,actionable,scored,tp,fp,precision,scored_rate,tp_per_actionable
0.35,2023,110,58,53,5,0.9137931034482759,0.5272727272727272,0.4818181818181818
0.35,2024,1086,431,397,34,0.9211136890951276,0.39686924493554326,0.36556169429097607
0.35,2025,1979,763,701,62,0.9187418086500655,0.3855482566953007,0.35421930267812024
0.37499999999999994,2022,2,1,1,0,1.0,0.5,0.5
0.37499999999999994,2023,110,58,53,5,0.9137931034482759,0.5272727272727272,0.4818181818181818
0.37499999999999994,2024,950,390,363,27,0.9307692307692308,0.4105263157894737,0.3821052631578947
0.37499999999999994,2025,1534,657,606,51,0.9223744292237442,0.4282920469361147,0.39504563233376794
0.39999999999999997,2022,2,1,1,0,1.0,0.5,0.5
0.39999999999999997,2023,88,45,40,5,0.8888888888888888,0.5113636363636364,0.45454545454545453
0.39999999999999997,2024,934,382,356,26,0.9319371727748691,0.4089935760171306,0.3811563169164882
0.39999999999999997,2025,1359,608,564,44,0.9276315789473685,0.44738778513612953,0.41501103752759383
0.42499999999999993,2022,2,1,1,0,1.0,0.5,0.5
0.42499999999999993,2023,69,39,37,2,0.9487179487179487,0.5652173913043478,0.5362318840579711
0.42499999999999993,2024,695,318,299,19,0.940251572327044,0.45755395683453237,0.4302158273381295
0.42499999999999993,2025,1170,541,504,37,0.9316081330868762,0.4623931623931624,0.4307692307692308
0.44999999999999996,2022,2,1,1,0,1.0,0.5,0.5
0.44999999999999996,2023,60,33,31,2,0.9393939393939394,0.55,0.5166666666666667
0.44999999999999996,2024,572,263,247,16,0.9391634980988594,0.4597902097902098,0.4318181818181818
0.44999999999999996,2025,994,479,444,35,0.9269311064718163,0.4818913480885312,0.44668008048289737
0.475,2022,2,1,1,0,1.0,0.5,0.5
0.475,2023,58,31,29,2,0.9354838709677419,0.5344827586206896,0.5
0.475,2024,460,219,210,9,0.958904109589041,0.47608695652173916,0.45652173913043476
0.475,2025,820,431,400,31,0.9280742459396751,0.525609756097561,0.4878048780487805
0.49999999999999994,2022,2,1,1,0,1.0,0.5,0.5
0.49999999999999994,2023,52,28,26,2,0.9285714285714286,0.5384615384615384,0.5
0.49999999999999994,2024,375,189,183,6,0.9682539682539683,0.504,0.488
0.49999999999999994,2025,698,382,357,25,0.9345549738219895,0.5472779369627507,0.5114613180515759
0.525,2022,2,1,1,0,1.0,0.5,0.5
0.525,2023,44,26,24,2,0.9230769230769231,0.5909090909090909,0.5454545454545454
0.525,2024,285,141,136,5,0.9645390070921985,0.49473684210526314,0.47719298245614034
0.525,2025,633,354,333,21,0.940677966101695,0.5592417061611374,0.5260663507109005
0.5499999999999999,2022,2,1,1,0,1.0,0.5,0.5
0.5499999999999999,2023,44,26,24,2,0.9230769230769231,0.5909090909090909,0.5454545454545454
0.5499999999999999,2024,267,132,127,5,0.9621212121212122,0.4943820224719101,0.4756554307116105
0.5499999999999999,2025,501,292,276,16,0.9452054794520548,0.5828343313373253,0.5508982035928144
0.575,2022,2,1,1,0,1.0,0.5,0.5
0.575,2023,43,26,24,2,0.9230769230769231,0.6046511627906976,0.5581395348837209
0.575,2024,218,112,108,4,0.9642857142857143,0.5137614678899083,0.4954128440366973
0.575,2025,453,270,255,15,0.9444444444444444,0.5960264900662252,0.5629139072847682
0.6,2022,2,1,1,0,1.0,0.5,0.5
0.6,2023,42,25,23,2,0.92,0.5952380952380952,0.5476190476190477
0.6,2024,203,108,104,4,0.9629629629629629,0.5320197044334976,0.5123152709359606
0.6,2025,371,222,211,11,0.9504504504504504,0.5983827493261455,0.568733153638814
0.625,2022,2,1,1,0,1.0,0.5,0.5
0.625,2023,42,25,23,2,0.92,0.5952380952380952,0.5476190476190477
0.625,2024,159,101,99,2,0.9801980198019802,0.6352201257861635,0.6226415094339622
0.625,2025,318,193,182,11,0.9430051813471503,0.6069182389937107,0.5723270440251572
0.65,2022,2,1,1,0,1.0,0.5,0.5
0.65,2023,23,17,15,2,0.8823529411764706,0.7391304347826086,0.6521739130434783
0.65,2024,159,101,99,2,0.9801980198019802,0.6352201257861635,0.6226415094339622
0.65,2025,239,148,140,8,0.9459459459459459,0.6192468619246861,0.5857740585774058
0.675,2023,23,17,15,2,0.8823529411764706,0.7391304347826086,0.6521739130434783
0.675,2024,150,96,94,2,0.9791666666666666,0.64,0.6266666666666667
0.675,2025,211,127,120,7,0.9448818897637795,0.6018957345971564,0.5687203791469194
0.7,2023,23,17,15,2,0.8823529411764706,0.7391304347826086,0.6521739130434783
0.7,2024,140,92,90,2,0.9782608695652174,0.6571428571428571,0.6428571428571429
0.7,2025,188,115,108,7,0.9391304347826087,0.6117021276595744,0.574468085106383
0.725,2023,23,17,15,2,0.8823529411764706,0.7391304347826086,0.6521739130434783
0.725,2024,108,70,68,2,0.9714285714285714,0.6481481481481481,0.6296296296296297
0.725,2025,163,100,93,7,0.93,0.6134969325153374,0.5705521472392638
