threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.04508980154736612,0.04503041034406348,0.0
0.02,0.03579559231340239,0.03528582269451311,0.0
0.03,0.026951022880569803,0.025340315711982312,0.0
0.04,0.01866813997810307,0.015187610667315457,0.0
0.05,0.010809737941219776,0.004821164463813518,0.0
0.060000000000000005,0.003339755165145751,-0.005765844424869326,0.0
0.06999999999999999,-0.003672160082111277,-0.01658053092406145,0.0
0.08,-0.010172724756392332,-0.027630319303670825,0.0
0.09,-0.0158269207375083,-0.03892296017513973,0.0
0.09999999999999999,-0.021622084352711644,-0.050466548621530175,0.0
0.11,-0.027261804905985836,-0.06226954354986197,0.0
0.12,-0.0323772168790619,-0.07434078836292857,0.0
0.13,-0.0374703974398592,-0.08668953305675536,0.0
0.14,-0.042004935766198966,-0.0993254578597409,0.0
0.15000000000000002,-0.046524996600967976,-0.11225869854044376,0.0
0.16,-0.05077807449974029,-0.12549987352306807,0.0
0.17,-0.05526065984875394,-0.13906011296310503,0.0
0.18000000000000002,-0.059310593105931085,-0.15295108995045997,0.0
0.19,-0.0632532698953363,-0.16718505402392242,0.0
0.2,-0.06703904951137424,-0.18177486719922145,0.0
0.21000000000000002,-0.07142318189074229,-0.19673404273338882,0.0
0.22,-0.07486543166361503,-0.21207678687099638,0.0
0.23,-0.07866250776108445,-0.22781804384334695,0.0
0.24000000000000002,-0.08224577908011586,-0.24397354442023314,0.0
0.25,-0.08568184582944728,-0.26055985834583617,0.0
0.26,-0.08921077924767963,-0.2775944510261854,0.0
0.27,-0.0923647953926476,-0.2950957448758592,0.0
0.28,-0.09521782031007124,-0.31308318577691274,0.0
0.29000000000000004,-0.09803927167889541,-0.3315773151540524,0.0
0.3,-0.1009227988669212,-0.35059984822768164,0.0
0.31,-0.10357138449549809,-0.37017375907156114,0.0
0.32,-0.10675822983181353,-0.39032337317555466,0.0
0.33,-0.1097654342133056,-0.411074468297578,0.0
0.34,-0.1123464481398061,-0.43245438448390494,0.0
0.35000000000000003,-0.11522709478996734,-0.4544921442451958,0.0
0.36000000000000004,-0.11772890393739105,-0.47721858399902695,0.0
0.37,-0.12006104362456499,-0.5006664980307575,0.0
0.38,-0.12198573953126982,-0.5248707963860922,0.0
0.39,-0.12390839455142885,-0.549868678294061,0.0
0.4,-0.1257045537488342,-0.5756998229322954,0.0
0.41000000000000003,-0.12794373054551927,-0.6024065995921648,0.0
0.42000000000000004,-0.1297022102468088,-0.6300342995851331,0.0
0.43,-0.13136659417490645,-0.6586313925603108,0.0
0.44,-0.13340033714308885,-0.6882498102846021,0.0
0.45,-0.13334267208805953,-0.7189452613806857,0.0
0.46,-0.13368686800421117,-0.7507775810358837,0.0
0.47000000000000003,-0.13420395659482204,-0.7838111203007117,0.0
0.48000000000000004,-0.13536789636704483,-0.8181151803064947,0.0
0.49,-0.13512802225630527,-0.8537644975674061,0.0
0.5,-0.13685576416203724,-0.8908397875187544,0.0
