year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.4497939994034823,4.285456998695734,10.23455278002072
2023,693,693,0,100.0,2.486453999154037,4.231390000495592,10.283700799336657
2024,808,808,0,100.0,2.4922544980654493,4.66638950001652,9.428396900184438
2025,974,974,0,100.0,2.4786689991742605,4.517792850310797,14.836386100905653
