oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
103015,7725,0.07498907926030189,0.1292792270367254,0.057412412957887425,-0.07186681407883797,0.1911902275883918,0.018645781750590805,-0.17254444583780099,0.5160333587242004,0.22016646865839273,-0.2958668900658077,0.0030189778187642577,0.752411575562701,0.030291262135922332,0.05823792931806869,311,0.7754845410862495,0.0999999999999999,0.99,0.5700000000000001,0.99,0,0.0,constrained_utility:103015,1.0,0.7691891891891891,0.3174446910902018,0.8745563745563747,74.0,0.0,74.0,0.0,4.972972972972973,0.0565496860107619,isotonic:74,-0.12175896714070766,0.4217751977814656,-0.5198705501618123,-0.00790176187933796,0.0839671311182566,-0.06705501618122978
