year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.423123998596566,4.353397300656069,6.454395139808179
2023,693,693,0,100.0,2.448164002998965,4.932161601027471,16.111719881591902
2024,808,808,0,100.0,2.4564089999330463,5.174547150636498,14.39153680879822
2025,974,974,0,100.0,2.469348999511567,5.0104698493669275,17.966966899548424
