policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,1830,323,1507,113371,7928,0.01486246132105353,0.17650273224043717,0.03914677008847412,0.06408094435075885
fixed_threshold_0.10,0.1,123129,14340,4386,9954,104924,3865,0.11646322149940307,0.3058577405857741,0.5315719306750697,0.38829622416006376
fixed_threshold_0.50,0.5,123129,1127,753,374,114504,7498,0.009153002135971217,0.6681455190771961,0.09126166525269665,0.16058861164427385
