protocol,year,score_type,pr_auc_ap,pr_auc_trapz,prevalence,n_rows,n_positive
ml_pretrain,overall,raw_proba,0.3877749816650535,0.38768988223389156,0.07498907926030189,103015,7725
ml_pretrain,overall,calibrated_proba,0.3749425452066513,0.37649041657220617,0.07498907926030189,103015,7725
ml_pretrain,2023,raw_proba,0.2507741628692815,0.25056439056665764,0.05349918079379409,29907,1600
ml_pretrain,2023,calibrated_proba,0.2150687126674834,0.21609004497012718,0.05349918079379409,29907,1600
ml_pretrain,2024,raw_proba,0.40611163087852237,0.40595042347799626,0.07861247329943741,33239,2613
ml_pretrain,2024,calibrated_proba,0.38069374310645976,0.3832882497868699,0.07861247329943741,33239,2613
ml_pretrain,2025,raw_proba,0.44421682854900024,0.44403383037388794,0.08808848980410845,39869,3512
ml_pretrain,2025,calibrated_proba,0.4348110570105858,0.4370028306745911,0.08808848980410845,39869,3512
ml_racewise,overall,raw_proba,0.3696298465106308,0.3695481279483483,0.06701102096175555,123129,8251
ml_racewise,overall,calibrated_proba,0.35570733772095875,0.35716446175342353,0.06701102096175555,123129,8251
ml_racewise,2022,raw_proba,0.07931410918003909,0.07824971129488095,0.026150939644029033,20114,526
ml_racewise,2022,calibrated_proba,0.078140335270104,0.07930120116340741,0.026150939644029033,20114,526
ml_racewise,2023,raw_proba,0.2507741628692815,0.25056439056665764,0.05349918079379409,29907,1600
ml_racewise,2023,calibrated_proba,0.2150687126674834,0.21609004497012718,0.05349918079379409,29907,1600
ml_racewise,2024,raw_proba,0.40611163087852237,0.40595042347799626,0.07861247329943741,33239,2613
ml_racewise,2024,calibrated_proba,0.38069374310645976,0.3832882497868699,0.07861247329943741,33239,2613
ml_racewise,2025,raw_proba,0.44421682854900024,0.44403383037388794,0.08808848980410845,39869,3512
ml_racewise,2025,calibrated_proba,0.4348110570105858,0.4370028306745911,0.08808848980410845,39869,3512
