fold,rows,positive_rows,prevalence,mean_constrained_threshold,min_constrained_threshold,max_constrained_threshold,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,fallback_rows,calibrated_score_q90
1,682,20,0.02932551319648094,0.9899999999999999,0.99,0.99,0.0,,0.0,,0,0.0
2,856,18,0.02102803738317757,0.5,0.5,0.5,0.0,,0.0,,0,0.0430622009569378
3,1057,22,0.020813623462630087,0.18,0.18,0.18,0.015137180700094607,0.375,0.2727272727272727,0.3157894736842105,0,0.0491803278688524
4,930,25,0.026881720430107527,0.02,0.02,0.02,1.0,0.026881720430107527,1.0,0.05235602094240838,930,0.021299108675736433
5,1212,44,0.036303630363036306,0.03,0.03,0.03,0.007425742574257425,0.0,0.0,,0,0.02124659014077384
6,1066,18,0.016885553470919325,0.12000000000000001,0.12,0.12,0.0,,0.0,,0,0.010204081632653
7,812,29,0.03571428571428571,0.14000000000000004,0.14,0.14,0.003694581280788177,0.0,0.0,,0,0.055045871559633
8,1092,19,0.0173992673992674,0.09999999999999988,0.0999999999999999,0.0999999999999999,0.22985347985347984,0.05976095617529881,0.7894736842105263,0.11111111111111112,0,0.1034482758620689
9,749,15,0.020026702269692925,0.12000000000000004,0.12,0.12,0.0026702269692923898,0.0,0.0,,0,0.0794701986754966
10,1267,46,0.036306235201262825,0.14999999999999997,0.15,0.15,0.143646408839779,0.13736263736263737,0.5434782608695652,0.2192982456140351,0,0.1506849315068493
11,877,18,0.020524515393386546,0.21000000000000002,0.21,0.21,0.07069555302166476,0.0967741935483871,0.3333333333333333,0.15000000000000002,0,0.1698113207547169
12,1288,34,0.026397515527950312,0.21000000000000002,0.21,0.21,0.016304347826086956,0.3333333333333333,0.20588235294117646,0.2545454545454545,0,0.0925925925925925
13,719,26,0.03616133518776078,0.6,0.6,0.6,0.0,,0.0,,0,0.0497237569060773
14,1268,49,0.038643533123028394,0.66,0.66,0.66,0.0015772870662460567,0.5,0.02040816326530612,0.039215686274509796,0,0.102803738317757
15,835,30,0.03592814371257485,0.29999999999999993,0.3,0.3,0.01437125748502994,0.25,0.1,0.14285714285714288,0,0.1271186440677966
16,701,11,0.015691868758915834,0.2800000000000001,0.28,0.28,0.0,,0.0,,0,0.05
17,415,2,0.004819277108433735,0.29,0.29,0.29,0.0,,0.0,,0,0.0429752066115702
18,841,34,0.04042806183115339,0.29,0.29,0.29,0.0011890606420927466,0.0,0.0,,0,0.0404040404040404
19,1331,16,0.012021036814425245,0.2800000000000001,0.28,0.28,0.015026296018031555,0.05,0.0625,0.05555555555555556,0,0.1666666666666666
20,1030,22,0.021359223300970873,0.20000000000000004,0.2,0.2,0.002912621359223301,0.0,0.0,,0,0.0773694390715667
21,1086,28,0.02578268876611418,0.16,0.16,0.16,0.004604051565377533,0.0,0.0,,0,0.047808764940239
22,1214,129,0.10626029654036244,0.16,0.16,0.16,0.012355848434925865,0.9333333333333333,0.10852713178294573,0.19444444444444445,0,0.0483870967741935
23,957,60,0.06269592476489028,0.09999999999999988,0.0999999999999999,0.0999999999999999,0.034482758620689655,0.5757575757575758,0.31666666666666665,0.40860215053763443,0,0.0554216867469879
24,1206,27,0.022388059701492536,0.11,0.11,0.11,0.007462686567164179,0.8888888888888888,0.2962962962962963,0.4444444444444444,0,0.0612244897959183
25,1110,57,0.051351351351351354,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0241935483870967
26,1316,61,0.04635258358662614,0.39999999999999997,0.4,0.4,0.0,,0.0,,0,0.0843373493975903
27,1717,56,0.032615026208503206,0.5,0.5,0.5,0.0,,0.0,,0,0.0313014827018121
28,1554,105,0.06756756756756757,0.75,0.75,0.75,0.0006435006435006435,1.0,0.009523809523809525,0.01886792452830189,0,0.1007194244604316
29,1487,69,0.04640215198386012,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.1052631578947368
30,1583,111,0.07012002526847758,0.4,0.4,0.4,0.0,,0.0,,0,0.056985294117647
31,1146,60,0.05235602094240838,0.6399999999999999,0.64,0.64,0.014834205933682374,0.5294117647058824,0.15,0.23376623376623373,0,0.0945273631840796
32,1553,101,0.06503541532517708,0.7999999999999999,0.8,0.8,0.0,,0.0,,0,0.0498753117206982
33,938,83,0.08848614072494669,0.8699999999999997,0.87,0.87,0.0031982942430703624,0.3333333333333333,0.012048192771084338,0.023255813953488372,0,0.0745614035087719
34,1596,110,0.06892230576441102,0.9399999999999997,0.94,0.94,0.0012531328320802004,0.5,0.00909090909090909,0.01785714285714286,0,0.0562060889929742
35,1168,72,0.06164383561643835,0.5700000000000002,0.5700000000000001,0.5700000000000001,0.0,,0.0,,0,0.0682819383259911
36,1231,44,0.03574329813160033,0.99,0.99,0.99,0.0,,0.0,,0,0.044578313253012
37,934,38,0.04068522483940043,0.5,0.5,0.5,0.0,,0.0,,0,0.0351955307262569
38,944,26,0.02754237288135593,0.6599999999999999,0.66,0.66,0.0,,0.0,,0,0.0208659363588941
39,1197,94,0.0785296574770259,0.9900000000000002,0.99,0.99,0.0,,0.0,,0,0.1083123425692695
40,1579,66,0.04179860671310956,0.99,0.99,0.99,0.0,,0.0,,0,0.0348128807658833
41,1456,78,0.05357142857142857,0.99,0.99,0.99,0.0,,0.0,,0,0.0266272189349112
42,1297,95,0.07324595219737856,0.75,0.75,0.75,0.0015420200462606013,0.5,0.010526315789473684,0.020618556701030927,0,0.1052631578947368
43,877,18,0.020524515393386546,0.72,0.72,0.72,0.002280501710376283,1.0,0.1111111111111111,0.19999999999999998,0,0.0685714285714285
44,1057,22,0.020813623462630087,0.8300000000000001,0.8300000000000001,0.8300000000000001,0.01229895931882687,0.9230769230769231,0.5454545454545454,0.6857142857142856,0,0.0399361022364217
45,790,18,0.02278481012658228,0.99,0.99,0.99,0.0,,0.0,,0,0.0378787878787878
46,1274,195,0.15306122448979592,0.7599999999999999,0.76,0.76,0.02511773940345369,0.625,0.10256410256410256,0.17621145374449337,0,0.2461538461538462
47,1071,95,0.08870214752567694,0.99,0.99,0.99,0.006535947712418301,0.2857142857142857,0.021052631578947368,0.0392156862745098,0,0.3278688524590163
48,1274,85,0.06671899529042387,0.7999999999999998,0.8,0.8,0.0,,0.0,,0,0.0747126436781609
49,1079,98,0.09082483781278962,0.75,0.75,0.75,0.0,,0.0,,0,0.061923583662714
50,835,21,0.025149700598802394,0.5,0.5,0.5,0.0,,0.0,,0,0.0629921259842519
51,1322,102,0.07715582450832073,0.75,0.75,0.75,0.0,,0.0,,0,0.1354166666666666
52,1409,71,0.050390347764371894,0.9900000000000001,0.99,0.99,0.0021291696238466998,0.6666666666666666,0.028169014084507043,0.054054054054054064,0,0.2068965517241379
53,1752,64,0.0365296803652968,0.99,0.99,0.99,0.0,,0.0,,0,0.0219683655536028
54,1529,100,0.06540222367560497,0.75,0.75,0.75,0.0,,0.0,,0,0.06945420272470347
55,1557,161,0.10340398201669879,0.78,0.78,0.78,0.005780346820809248,0.8888888888888888,0.049689440993788817,0.09411764705882353,0,0.4
56,1649,184,0.11158277744087326,0.99,0.99,0.99,0.010915706488781079,0.9444444444444444,0.09239130434782608,0.1683168316831683,0,0.1818181818181818
57,1205,93,0.07717842323651453,0.8300000000000001,0.8300000000000001,0.8300000000000001,0.004149377593360996,0.8,0.043010752688172046,0.08163265306122451,0,0.10477724100912578
58,1562,157,0.10051216389244558,0.8300000000000001,0.8300000000000001,0.8300000000000001,0.0006402048655569782,1.0,0.006369426751592357,0.012658227848101266,0,0.1533923303834808
59,981,133,0.13557594291539246,0.9900000000000001,0.99,0.99,0.0030581039755351682,1.0,0.022556390977443608,0.04411764705882353,0,0.1885964912280701
60,1684,153,0.09085510688836104,0.8,0.8,0.8,0.0005938242280285036,1.0,0.006535947712418301,0.012987012987012988,0,0.14540059347181
61,1269,124,0.09771473601260836,0.8100000000000003,0.81,0.81,0.002364066193853428,1.0,0.024193548387096774,0.047244094488188976,0,0.146788990825688
62,1237,95,0.07679870654810024,0.75,0.75,0.75,0.0,,0.0,,0,0.0861027190332326
63,1416,81,0.057203389830508475,0.75,0.75,0.75,0.0014124293785310734,1.0,0.024691358024691357,0.048192771084337345,0,0.0761789600967352
64,1355,126,0.0929889298892989,0.7999999999999998,0.8,0.8,0.014022140221402213,0.5789473684210527,0.0873015873015873,0.15172413793103445,0,0.4014869888475836
65,1717,102,0.0594059405940594,0.84,0.8400000000000001,0.8400000000000001,0.0,,0.0,,0,0.1386138613861386
66,1647,80,0.048573163327261686,0.78,0.78,0.78,0.0,,0.0,,0,0.1402714932126697
67,1435,130,0.09059233449477352,0.75,0.75,0.75,0.0006968641114982578,1.0,0.007692307692307693,0.015267175572519085,0,0.1834319526627219
68,877,18,0.020524515393386546,0.75,0.75,0.75,0.0,,0.0,,0,0.0248736883015934
69,1057,88,0.08325449385052035,0.8100000000000003,0.81,0.81,0.000946073793755913,1.0,0.011363636363636364,0.02247191011235955,0,0.0475129918337045
70,1046,57,0.05449330783938815,0.8300000000000001,0.8300000000000001,0.8300000000000001,0.0,,0.0,,0,0.042087542087542
