sde_actionable,ml_actionable,actionable_delta_ml_minus_sde,sde_scored,ml_scored,scored_delta_ml_minus_sde,sde_tp,sde_fp,ml_tp,ml_fp,sde_precision,ml_precision,precision_delta_ml_minus_sde,sde_wilson_ci_low,sde_wilson_ci_high,ml_wilson_ci_low,ml_wilson_ci_high,two_proportion_z_stat,two_proportion_z_p_value,mcnemar_cc_stat,mcnemar_cc_p_value,mcnemar_exact_stat,mcnemar_exact_p_value,overlap_scored_keys,overlap_scored_keys_from_note,overlap_vs_sde_scored_ratio,overlap_vs_ml_scored_ratio,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
6323,1814,-4509,1020,248,-772,749,271,210,38,0.734313725490196,0.8467741935483871,0.1124604680581911,0.7063647025693544,0.760504455620998,0.7966842073892084,0.8862851528004514,3.6999588712128433,0.0002156344110082,0.0,1.0,0.0,1.0,44,44,0.043137254901960784,0.1774193548387097,0.24313725490196078,0.28688913490431756
