component,samples,mean_ms,p50_ms,p95_ms,p99_ms,max_ms
parse_ms,2950,0.007301595924526721,0.007160000677686185,0.007719998393440619,0.011435500491643312,0.042290001147193834
feature_ms,2950,0.05878247358265009,0.06008499985910021,0.08490645050187591,0.09859000056167133,0.7284469975274988
matrix_ms,2950,1.627895068821213,1.5831295004318235,1.789302499491895,2.278708709527563,5.76809999984107
inference_ms,2950,1.2590776969258421,0.8202720000554109,2.8046445506333826,14.047654500100164,34.851552998588886
calibration_ms,2950,0.00010647393059640554,0.00010999792721122503,0.00012000236893072724,0.00014999750419519842,0.0003800014383159578
packaging_ms,2950,0.009517315609905458,0.007169997843448073,0.007715499668847767,0.011665500787785265,4.093974999705097
heuristic_proxy_ms,2950,0.07560138511708227,0.07444949733326212,0.09993945095629891,0.11744821054890045,4.176614002062706
ml_overhead_ms,2950,2.8870792396776515,2.4070514973573154,4.498081051315229,16.617587986729543,37.01972599810688
total_ms,2950,2.967343607059605,2.489706497726729,4.604534548707296,16.922070789114485,37.12168600031873
