year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.4942119998740964,4.3460483004309935,18.20938176155322
2023,693,693,0,100.0,2.49998199797119,4.535842999757731,17.09597639928689
2024,808,808,0,100.0,2.4900569987948984,5.3550670003460255,17.93832951276267
2025,974,974,0,100.0,2.4912670014600735,4.235206651537729,10.324585629568896
