fold,rows,positive_rows,prevalence,mean_constrained_threshold,min_constrained_threshold,max_constrained_threshold,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,fallback_rows,calibrated_score_q90
1,682,20,0.02932551319648094,0.9899999999999999,0.99,0.99,0.0,,0.0,,0,0.0
2,856,18,0.02102803738317757,0.12999999999999998,0.13,0.13,0.02570093457943925,0.09090909090909091,0.1111111111111111,0.09999999999999999,0,0.0601503759398496
3,1057,22,0.020813623462630087,0.12000000000000002,0.12,0.12,0.05392620624408704,0.2807017543859649,0.7272727272727273,0.4050632911392405,0,0.0802919708029197
4,930,25,0.026881720430107527,0.03000000000000001,0.03,0.03,0.007526881720430108,0.0,0.0,,0,0.02054081691150021
5,1212,44,0.036303630363036306,0.02,0.02,0.02,1.0,0.036303630363036306,1.0,0.07006369426751592,1212,0.0210184512052356
6,1066,18,0.016885553470919325,0.25,0.25,0.25,0.0,,0.0,,0,0.024793388429752
7,812,29,0.03571428571428571,0.14000000000000004,0.14,0.14,0.0012315270935960591,0.0,0.0,,0,0.0967741935483871
8,1092,19,0.0173992673992674,0.11,0.11,0.11,0.07509157509157509,0.07317073170731707,0.3157894736842105,0.11881188118811879,0,0.1020408163265306
9,749,15,0.020026702269692925,0.22000000000000003,0.22,0.22,0.0013351134846461949,0.0,0.0,,0,0.0602409638554216
10,1267,46,0.036306235201262825,0.14000000000000004,0.14,0.14,0.0702446724546172,0.1797752808988764,0.34782608695652173,0.23703703703703705,0,0.0853658536585365
11,877,18,0.020524515393386546,0.23000000000000004,0.23,0.23,0.03420752565564424,0.2,0.3333333333333333,0.25,0,0.1551724137931034
12,1288,34,0.026397515527950312,0.9899999999999999,0.99,0.99,0.0015527950310559005,0.0,0.0,,0,0.1142061281337047
13,719,26,0.03616133518776078,0.25,0.25,0.25,0.008344923504867872,0.16666666666666666,0.038461538461538464,0.0625,0,0.0813953488372093
14,1268,49,0.038643533123028394,0.2800000000000001,0.28,0.28,0.01892744479495268,0.3333333333333333,0.16326530612244897,0.21917808219178078,0,0.0689655172413793
15,835,30,0.03592814371257485,0.6599999999999999,0.66,0.66,0.0,,0.0,,0,0.1226993865030674
16,701,11,0.015691868758915834,0.99,0.99,0.99,0.0,,0.0,,0,0.0263157894736842
17,415,2,0.004819277108433735,0.9899999999999999,0.99,0.99,0.0,,0.0,,0,0.0319410319410319
18,841,34,0.04042806183115339,0.99,0.99,0.99,0.0,,0.0,,0,0.0290502793296089
19,1331,16,0.012021036814425245,0.99,0.99,0.99,0.0067618332081141996,0.1111111111111111,0.0625,0.08,0,0.1595092024539877
20,1030,22,0.021359223300970873,0.11000000000000004,0.11,0.11,0.04660194174757282,0.020833333333333332,0.045454545454545456,0.028571428571428574,0,0.067829457364341
21,1086,28,0.02578268876611418,0.14999999999999997,0.15,0.15,0.011049723756906077,0.16666666666666666,0.07142857142857142,0.1,0,0.0537261698440207
22,1214,129,0.10626029654036244,0.9900000000000001,0.99,0.99,0.0032948929159802307,1.0,0.031007751937984496,0.06015037593984962,0,0.0272108843537414
23,957,60,0.06269592476489028,0.33,0.33,0.33,0.0020898641588296763,1.0,0.03333333333333333,0.06451612903225806,0,0.05
24,1206,27,0.022388059701492536,0.12,0.12,0.12,0.0041459369817578775,1.0,0.18518518518518517,0.3125,0,0.019047619047619
25,1110,57,0.051351351351351354,0.8499999999999999,0.85,0.85,0.0,,0.0,,0,0.044776119402985
26,1316,61,0.04635258358662614,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0610079575596817
27,1717,56,0.032615026208503206,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0300751879699248
28,1554,105,0.06756756756756757,0.8699999999999999,0.87,0.87,0.0,,0.0,,0,0.0639730639730639
29,1487,69,0.04640215198386012,0.75,0.75,0.75,0.0,,0.0,,0,0.0514018691588785
30,1583,111,0.07012002526847758,0.99,0.99,0.99,0.0012634238787113076,1.0,0.018018018018018018,0.035398230088495575,0,0.0772058823529411
31,1146,60,0.05235602094240838,0.99,0.99,0.99,0.002617801047120419,0.6666666666666666,0.03333333333333333,0.06349206349206349,0,0.1139896373056994
32,1553,101,0.06503541532517708,0.99,0.99,0.99,0.0,,0.0,,0,0.0305206463195691
33,938,83,0.08848614072494669,0.75,0.75,0.75,0.010660980810234541,0.4,0.04819277108433735,0.08602150537634409,0,0.0972222222222222
34,1596,110,0.06892230576441102,0.99,0.99,0.99,0.0,,0.0,,0,0.0619596541786743
35,1168,72,0.06164383561643835,0.65,0.65,0.65,0.0017123287671232876,1.0,0.027777777777777776,0.05405405405405406,0,0.0726172465960665
36,1231,44,0.03574329813160033,0.99,0.99,0.99,0.0,,0.0,,0,0.031578947368421
37,934,38,0.04068522483940043,0.8,0.8,0.8,0.0010706638115631692,1.0,0.02631578947368421,0.05128205128205127,0,0.0430622009569377
38,944,26,0.02754237288135593,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.038130381303813
39,1197,94,0.0785296574770259,0.9900000000000002,0.99,0.99,0.007518796992481203,0.5555555555555556,0.05319148936170213,0.0970873786407767,0,0.1704545454545454
40,1579,66,0.04179860671310956,0.75,0.75,0.75,0.0,,0.0,,0,0.0412371134020618
41,1456,78,0.05357142857142857,0.7999999999999999,0.8,0.8,0.0,,0.0,,0,0.0382978723404255
42,1297,95,0.07324595219737856,0.7999999999999999,0.8,0.8,0.0007710100231303007,1.0,0.010526315789473684,0.020833333333333332,0,0.0823909531502423
43,877,18,0.020524515393386546,0.75,0.75,0.75,0.0,,0.0,,0,0.0690355329949238
44,1057,22,0.020813623462630087,0.9900000000000001,0.99,0.99,0.003784295175023652,1.0,0.18181818181818182,0.3076923076923077,0,0.0393063583815028
45,790,18,0.02278481012658228,0.6600000000000001,0.66,0.66,0.0,,0.0,,0,0.0519053876478318
46,1274,195,0.15306122448979592,0.99,0.99,0.99,0.0,,0.0,,0,0.1093333333333333
47,1071,95,0.08870214752567694,0.99,0.99,0.99,0.0,,0.0,,0,0.275
48,1274,85,0.06671899529042387,0.8499999999999998,0.85,0.85,0.0,,0.0,,0,0.0573183213920163
49,1079,98,0.09082483781278962,0.99,0.99,0.99,0.0,,0.0,,0,0.1089385474860335
50,835,21,0.025149700598802394,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.140495867768595
51,1322,102,0.07715582450832073,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.1243781094527363
52,1409,71,0.050390347764371894,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.1428571428571428
53,1752,64,0.0365296803652968,0.99,0.99,0.99,0.0,,0.0,,0,0.0457727517501346
54,1529,100,0.06540222367560497,0.99,0.99,0.99,0.0,,0.0,,0,0.0895316804407713
55,1557,161,0.10340398201669879,0.99,0.99,0.99,0.002569043031470777,1.0,0.024844720496894408,0.04848484848484848,0,0.24
56,1649,184,0.11158277744087326,0.8200000000000002,0.8200000000000001,0.8200000000000001,0.02607640994542147,0.8837209302325582,0.20652173913043478,0.33480176211453744,0,0.2167300380228136
57,1205,93,0.07717842323651453,0.99,0.99,0.99,0.0008298755186721991,1.0,0.010752688172043012,0.021276595744680854,0,0.1335403726708074
58,1562,157,0.10051216389244558,0.75,0.75,0.75,0.0,,0.0,,0,0.1826923076923076
59,981,133,0.13557594291539246,0.75,0.75,0.75,0.007135575942915392,1.0,0.05263157894736842,0.1,0,0.1987315010570824
60,1684,153,0.09085510688836104,0.78,0.78,0.78,0.004156769596199525,0.8571428571428571,0.0392156862745098,0.075,0,0.125
61,1269,124,0.09771473601260836,0.75,0.75,0.75,0.0015760441292356187,1.0,0.016129032258064516,0.031746031746031744,0,0.1521739130434782
62,1237,95,0.07679870654810024,0.79,0.79,0.79,0.0,,0.0,,0,0.1170431211498973
63,1416,81,0.057203389830508475,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.0674915635545556
64,1355,126,0.0929889298892989,0.7999999999999998,0.8,0.8,0.006642066420664207,0.5555555555555556,0.03968253968253968,0.07407407407407407,0,0.3409090909090909
65,1717,102,0.0594059405940594,0.75,0.75,0.75,0.0005824111822947001,1.0,0.00980392156862745,0.01941747572815534,0,0.0744680851063829
66,1647,80,0.048573163327261686,0.75,0.75,0.75,0.0,,0.0,,0,0.0890052356020942
67,1435,130,0.09059233449477352,0.75,0.75,0.75,0.0,,0.0,,0,0.1739961759082218
68,877,18,0.020524515393386546,0.99,0.99,0.99,0.0,,0.0,,0,0.0298810559907165
69,1057,88,0.08325449385052035,0.75,0.75,0.75,0.0,,0.0,,0,0.0266666666666666
70,1046,57,0.05449330783938815,0.99,0.99,0.99,0.0,,0.0,,0,0.036986301369863
71,1591,242,0.15210559396605908,0.9900000000000001,0.99,0.99,0.01759899434318039,0.8571428571428571,0.09917355371900827,0.17777777777777778,0,0.4534883720930232
72,1321,118,0.08932626797880394,0.7800000000000001,0.78,0.78,0.0,,0.0,,0,0.2202970297029703
73,1425,112,0.07859649122807018,0.8200000000000002,0.8200000000000001,0.8200000000000001,0.0,,0.0,,0,0.1128848346636259
74,1400,132,0.09428571428571429,0.77,0.77,0.77,0.0007142857142857143,1.0,0.007575757575757576,0.015037593984962407,0,0.1836734693877551
75,1504,124,0.08244680851063829,0.75,0.75,0.75,0.0006648936170212766,1.0,0.008064516129032258,0.016,0,0.3181818181818182
76,2189,116,0.05299223389675651,0.78,0.78,0.78,0.0,,0.0,,0,0.0753512132822477
77,1924,148,0.07692307692307693,0.8000000000000002,0.8,0.8,0.0,,0.0,,0,0.0938511326860841
78,1906,227,0.11909758656873033,0.83,0.8300000000000001,0.8300000000000001,0.0,,0.0,,0,0.3319327731092437
79,1984,207,0.10433467741935484,0.8699999999999998,0.87,0.87,0.0015120967741935483,1.0,0.014492753623188406,0.02857142857142857,0,0.1692573402417962
80,1280,117,0.09140625,0.75,0.75,0.75,0.003125,1.0,0.03418803418803419,0.06611570247933884,0,0.21438711880245168
81,1954,193,0.09877175025588536,0.75,0.75,0.75,0.0030706243602865915,1.0,0.031088082901554404,0.06030150753768843,0,0.2712765957446808
82,1237,159,0.12853678253839934,0.75,0.75,0.75,0.007275666936135812,1.0,0.05660377358490566,0.10714285714285715,0,0.2053571428571428
83,1985,215,0.10831234256926953,0.8000000000000002,0.8,0.8,0.00654911838790932,1.0,0.06046511627906977,0.11403508771929825,0,0.3047619047619048
84,1488,153,0.1028225806451613,0.8100000000000004,0.81,0.81,0.0006720430107526882,1.0,0.006535947712418301,0.012987012987012988,0,0.1592356687898089
85,1669,117,0.0701018573996405,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.11698407284945113
86,1572,160,0.10178117048346055,0.75,0.75,0.75,0.012086513994910942,0.6842105263157895,0.08125,0.1452513966480447,0,0.2952380952380952
87,1999,131,0.0655327663831916,0.75,0.75,0.75,0.00400200100050025,1.0,0.061068702290076333,0.11510791366906473,0,0.14383270102711282
88,1695,169,0.09970501474926254,0.9900000000000001,0.99,0.99,0.0,,0.0,,0,0.234375
89,1430,106,0.07412587412587412,0.99,0.99,0.99,0.0,,0.0,,0,0.1268722466960352
90,1312,71,0.054115853658536585,0.7699999999999999,0.77,0.77,0.0,,0.0,,0,0.0510688836104513
91,1725,118,0.06840579710144927,0.8,0.8,0.8,0.0005797101449275362,1.0,0.00847457627118644,0.01680672268907563,0,0.2123287671232876
92,877,18,0.020524515393386546,0.75,0.75,0.75,0.0011402508551881414,1.0,0.05555555555555555,0.10526315789473684,0,0.0184049079754601
93,1205,113,0.0937759336099585,0.99,0.99,0.99,0.0,,0.0,,0,0.116546762589928
94,1346,125,0.09286775631500743,0.7599999999999999,0.76,0.76,0.0,,0.0,,0,0.0756442227763923
95,1851,121,0.06537007023230686,0.7599999999999999,0.76,0.76,0.0,,0.0,,0,0.089126559714795
