scope,score_type,bin_index,bin_lower,bin_upper,count,weight,mean_pred,observed_rate,abs_gap
overall,raw,0,0.0,0.1,44207,0.42913167985244866,0.03260736858560232,0.019770624561720993,0.012836744023881328
overall,raw,1,0.1,0.2,13746,0.13343687812454497,0.14582276504953476,0.03499199767205005,0.1108307673774847
overall,raw,2,0.2,0.30000000000000004,9313,0.09040431005193418,0.24814043448541726,0.03962203371631053,0.20851840076910672
overall,raw,3,0.30000000000000004,0.4,7416,0.07198951608988982,0.34831331704442814,0.05137540453074434,0.2969379125136838
overall,raw,4,0.4,0.5,6562,0.06369946124350823,0.4492757767983887,0.05821395915879305,0.39106181763959563
overall,raw,5,0.5,0.6000000000000001,5875,0.0570305295345338,0.5490410066766942,0.08527659574468086,0.46376441093201337
overall,raw,6,0.6000000000000001,0.7000000000000001,5188,0.050361597825559386,0.6497716005251053,0.13203546646106398,0.5177361340640413
overall,raw,7,0.7000000000000001,0.8,4677,0.04540115517157695,0.7495837099842213,0.23198631601453923,0.5175973939696821
overall,raw,8,0.8,0.9,4347,0.04219773819346697,0.8497071074210887,0.4103979756153669,0.4393091318057218
overall,raw,9,0.9,1.0,1684,0.016347133912537008,0.9275191542017771,0.7024940617577197,0.22502509244405744
overall,calibrated,0,0.0,0.1,91043,0.8837839149638402,0.026906013949441355,0.038498292015860636,0.01159227806641928
overall,calibrated,1,0.1,0.2,5622,0.054574576517982816,0.14224470558207353,0.2239416577730345,0.08169695219096099
overall,calibrated,2,0.2,0.30000000000000004,2532,0.02457894481386206,0.24311700057017305,0.32701421800947866,0.08389721743930562
overall,calibrated,3,0.30000000000000004,0.4,1430,0.013881473571809931,0.3540744574241992,0.4398601398601399,0.0857856824359407
overall,calibrated,4,0.4,0.5,1141,0.011076056884919671,0.4437618930893982,0.5100788781770377,0.0663169850876395
overall,calibrated,5,0.5,0.6000000000000001,657,0.006377711983691695,0.5385113443641416,0.6879756468797564,0.14946430251561482
overall,calibrated,6,0.6000000000000001,0.7000000000000001,335,0.003251953598990438,0.652582995384621,0.7850746268656716,0.1324916314810507
overall,calibrated,7,0.7000000000000001,0.8,86,0.000834829879143814,0.7389580337431849,0.7325581395348837,0.006399894208301227
overall,calibrated,8,0.8,0.9,61,0.0005921467747415425,0.8300513849962508,0.819672131147541,0.010379253848709746
overall,calibrated,9,0.9,1.0,108,0.001048391011017813,0.9957318280847692,0.8703703703703703,0.12536145771439888
