year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2023,29907,1600,0.05349918079379409,0.059625059395109294,0.047043444550565916,0.054899743846274,0.023099696271541074,0.45651733181369836,0.75,0.0014377904838332163,0.7441860465116279,0.02,0.038953134510042606,0.8377777777777778,0
2024,33239,2613,0.07861247329943741,0.12586606488109783,0.058526513431133104,0.192712743805082,0.02139196654061778,0.518608015807938,0.2088873469342476,0.0022263004302175158,0.8648648648648649,0.024492920015308076,0.047636769631559356,0.8805652997984296,0
2025,39869,3512,0.08808848980410845,0.1707498497445452,0.06127563026532114,0.27512909358322485,0.017500596261140634,0.5318949643512066,0.1472086803307815,0.0023828036820587426,0.8947368421052632,0.024202733485193622,0.04713057942888827,0.822096114775891,0
