year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.496471999620553,4.402952001328228,8.28604965987324
2023,693,693,0,100.0,2.4918819981394336,5.063465000421274,17.080990560207322
2024,808,808,0,100.0,2.4822114974085707,4.5355073489190545,17.86533558875808
2025,974,974,0,100.0,2.4919520001276396,4.990279499543247,17.095185600810503
