dataset_csv,predictions_file,rows_used,decoded_unknown_prediction_rows,known_positive_rate,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected_surrogate_id,selected_surrogate_family,surrogate_selection_reason,window_count_used,top_features,notes
data_lake/reports/no_source_year_percent_team_v1/moa_dataset_2022_2025_no_source_year_percent_team_v1.csv,data_lake/reports/no_source_year_percent_team_v1/moa_arf_predictions_2022_2025_no_source_year_percent_team_v1.pred,123275,861,0.06827012776313121,0.7650375177448794,0.2861367837338262,0.18050373134328357,0.6898395721925134,0.7301931623804288,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.024031 >= min_f1_gain=0.010000),12,race_progress_pct;gapAhead;gap_to_physical_car;tire_life_ratio;humidity;trackTemp;lapTime_vs_team_prev_lapbucket_mean_pct;gapBehind;speedTrap;position,Permutation importance computed on selected surrogate predictions of MOA-decoded labels
