dataset_csv,predictions_file,seed,test_size,min_f1_gain,rows_aligned,rows_used,n_test_rows,n_test_positive,prevalence_test,pr_auc_ap,pr_auc_trapz,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,selected_surrogate_id,selected_surrogate_family,selection_reason,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy
data_lake/reports/no_source_year_percent_team_v1/moa_dataset_2022_2025_no_source_year_percent_team_v1.csv,data_lake/reports/no_source_year_percent_team_v1/moa_arf_predictions_2022_2025_no_source_year_percent_team_v1.pred,42,0.2,0.01,124136,123275,24655,1683,0.06826201581829243,0.24421750262290204,0.24388599041248518,0.6242392851411154,0.3117717959015211,0.2355083459787557,0.46108140225787286,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.024031 >= min_f1_gain=0.010000),0.7650375177448794,0.2861367837338262,0.18050373134328357,0.6898395721925134,0.7301931623804288
