protocol,score_type,bin_index,count,mean_pred,observed_rate,bin_lower,bin_upper
ml_pretrain,raw_proba,0.0,10302.0,0.004005873424447651,0.013880799844690352,0.0,0.00791895464062688
ml_pretrain,raw_proba,1.0,10301.0,0.013840851443496434,0.015532472575478108,0.00791895464062688,0.021218632534146305
ml_pretrain,raw_proba,2.0,10302.0,0.03202747455356019,0.022519899048728403,0.021218632534146305,0.04514781609177582
ml_pretrain,raw_proba,3.0,10301.0,0.06322474224094553,0.023784098631200856,0.04514781609177582,0.08436837792396544
ml_pretrain,raw_proba,4.0,10301.0,0.11353120266372813,0.032909426269294245,0.08436837792396544,0.1466705054044723
ml_pretrain,raw_proba,5.0,10302.0,0.18997261159583403,0.037565521258008154,0.1466705054044723,0.238613048195839
ml_pretrain,raw_proba,6.0,10301.0,0.2977508163176721,0.043782157072128916,0.238613048195839,0.3630096018314362
ml_pretrain,raw_proba,7.0,10302.0,0.43913756270150356,0.05901766647252961,0.3630096018314362,0.5188748717308045
ml_pretrain,raw_proba,8.0,10301.0,0.6104234609832093,0.11328997184739345,0.5188748717308045,0.7084572434425355
ml_pretrain,raw_proba,9.0,10302.0,0.8226973781005268,0.3875946418171229,0.7084572434425355,1.0
ml_pretrain,calibrated_proba,0.0,10249.0,0.003997680082024024,0.009854619962923212,0.0,0.0072727272727272
ml_pretrain,calibrated_proba,1.0,10253.0,0.009652152373189135,0.015800253584316786,0.0072727272727272,0.0111405835543766
ml_pretrain,calibrated_proba,2.0,10396.0,0.012851537338426436,0.024143901500577145,0.0111405835543766,0.0149253731343283
ml_pretrain,calibrated_proba,3.0,10129.0,0.017015115777948352,0.019547832954882022,0.0149253731343283,0.0191986644407345
ml_pretrain,calibrated_proba,4.0,10439.0,0.021200639990386887,0.03391129418526679,0.0191986644407345,0.0234260614934114
ml_pretrain,calibrated_proba,5.0,10289.0,0.027493107948435357,0.03372533773933327,0.0234260614934114,0.0315346881569726
ml_pretrain,calibrated_proba,6.0,10223.0,0.034762034388748975,0.04020346278000587,0.0315346881569726,0.0394736842105263
ml_pretrain,calibrated_proba,7.0,10419.0,0.04818474175955723,0.06555331605720319,0.0394736842105263,0.0581005586592178
ml_pretrain,calibrated_proba,8.0,10316.0,0.08045235904549412,0.12475765800697945,0.0581005586592178,0.12250900360144112
ml_pretrain,calibrated_proba,9.0,10302.0,0.29452947817376285,0.381576392933411,0.12250900360144112,1.0
ml_racewise,raw_proba,0.0,12313.0,0.0006808621407174706,0.01137009664582149,0.0,0.00202284818515176
ml_racewise,raw_proba,1.0,12313.0,0.004811503431992461,0.014862340615609518,0.00202284818515176,0.008386193960905002
ml_racewise,raw_proba,2.0,12313.0,0.014333181423192157,0.018354584585397547,0.008386193960905002,0.021989991143345804
ml_racewise,raw_proba,3.0,12313.0,0.033959643593383035,0.023714773004141963,0.021989991143345804,0.0488384194672107
ml_racewise,raw_proba,4.0,12312.0,0.07045207198865373,0.028427550357374917,0.0488384194672107,0.096709631383419
ml_racewise,raw_proba,5.0,12313.0,0.13349695116509022,0.0353285145780882,0.096709631383419,0.1764022260904313
ml_racewise,raw_proba,6.0,12313.0,0.2333722945545067,0.041338422805165274,0.1764022260904313,0.29773509502410905
ml_racewise,raw_proba,7.0,12313.0,0.37706353387166164,0.054414033947859985,0.29773509502410905,0.46401177644729613
ml_racewise,raw_proba,8.0,12313.0,0.5636091134225404,0.09250385771136198,0.46401177644729613,0.6721800088882445
ml_racewise,raw_proba,9.0,12313.0,0.8027759502587171,0.34979290181109396,0.6721800088882445,1.0
ml_racewise,calibrated_proba,0.0,12106.0,0.002409235905307235,0.008838592433504048,0.0,0.0059363194819212
ml_racewise,calibrated_proba,1.0,12352.0,0.008327122390532503,0.01206282383419689,0.0059363194819212,0.010494450050454
ml_racewise,calibrated_proba,2.0,12466.0,0.01206924311009589,0.020134766565056954,0.010494450050454,0.0139720558882235
ml_racewise,calibrated_proba,3.0,12172.0,0.01606536952532052,0.022099901413079198,0.0139720558882235,0.0181590482154038
ml_racewise,calibrated_proba,4.0,12396.0,0.020152934928465698,0.02686350435624395,0.0181590482154038,0.0220750551876379
ml_racewise,calibrated_proba,5.0,12351.0,0.025740238780312633,0.03513885515342887,0.0220750551876379,0.0295238095238095
ml_racewise,calibrated_proba,6.0,12247.0,0.03357294360780765,0.037070302931330124,0.0295238095238095,0.0383386581469648
ml_racewise,calibrated_proba,7.0,12322.0,0.046407630391886244,0.059324784937510144,0.0383386581469648,0.0566037735849056
ml_racewise,calibrated_proba,8.0,12340.0,0.07595383364934694,0.10680713128038898,0.0566037735849056,0.1134521880064829
ml_racewise,calibrated_proba,9.0,12377.0,0.2686814309050818,0.3397430718267755,0.1134521880064829,1.0
