statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.07444949733326212,2.489706497726729,2.4070514973573154,0.9668013075256527
p95,0.09993945095629891,4.604534548707296,4.498081051315229,0.9768807256703171
p99,0.11744821054890045,16.922070789114485,16.617587986729543,0.982006764646038
mean,0.07560138511708227,2.967343607059605,2.8870792396776515,0.97295076741669
