year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,3.313605000585085,6.469367699901336,12.619352359070017
2023,693,693,0,100.0,3.1901769998512464,5.840660999820102,10.954338520023164
2024,808,808,0,100.0,3.51635399965744,8.331889200690053,17.11372671918066
2025,974,974,0,100.0,3.4662890002437052,18.942643149603096,23.250948710065114
