dataset,model,sample_rows,feature_count,top_dependence_features,feature_importance_csv,global_bar,beeswarm
../data_lake/ml_training_dataset_2022_2025_merged.parquet,../data_lake/models/pit_strategy_serving_bundle.joblib,5000,35,_source_year;tire_life_ratio;trackTemp,../data_lake/reports/shap_feature_importance.csv,../data_lake/reports/shap_global_bar.png,../data_lake/reports/shap_beeswarm.png
