year,sde_actionable,sde_scored,sde_excluded,sde_tp,sde_fp,sde_precision,ml_actionable,ml_scored,ml_excluded,ml_tp,ml_fp,ml_precision,delta_precision_ml_minus_sde,delta_scored_ml_minus_sde,delta_actionable_ml_minus_sde,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
2022,1398,155,1243,100,55,0.6451612903225806,7,5,2,5,0,1.0,0.3548387096774194,-150,-1391,0.03225806451612903,0.005007153075822604
2023,1572,226,1346,163,63,0.7212389380530974,86,57,29,57,0,1.0,0.27876106194690264,-169,-1486,0.252212389380531,0.054707379134860054
2024,1647,299,1348,227,72,0.7591973244147158,358,217,141,207,10,0.9539170506912442,0.19471972627652845,-82,-1289,0.725752508361204,0.21736490588949606
2025,1706,340,1366,259,81,0.7617647058823529,396,243,153,232,11,0.9547325102880658,0.19296780440571293,-97,-1310,0.7147058823529412,0.2321219226260258
