config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.3418414895187309,0.3418414895187309,0.3190085788708747,0.06249195395784477,0.27934953556088615,0.2565166249130299,0.22426554119421926,0.20249772429301624,0.5658615360380487,0.1541848925499925,0.31114821751411226,0.3615403589735465,0.4141886261405294,0.1290526315789474,0.12692781354896895,0.5974948646525783,0.09822210293460154,0.7127368421052631,0.4974948646525782,0.7943646996278575,93,-20.810526315789474,"isotonic:93,sigmoid:2",2,95,0.021052631578947368,0.0487343130312394
