threshold,net_benefit_model,net_benefit_all,net_benefit_none
0.01,0.04283184070547622,0.04281626474541299,0.0
0.02,0.03316005621499503,0.0330490837734274,0.0
0.03,0.023464140085367503,0.023080517626761707,0.0
0.04,0.013854509055986147,0.012904273018707134,0.0
0.05,0.004423162764273826,0.00251379168206195,0.0
0.060000000000000005,-0.00489457538759875,-0.008097763725575698,0.0
0.06999999999999999,-0.014233359906344313,-0.018937524625850688,0.0
0.08,-0.02336495591833998,-0.030012932502218634,0.0
0.09,-0.03254161737300966,-0.041331755936308945,0.0
0.09999999999999999,-0.04143164387452826,-0.05290210878004571,0.0
0.11,-0.04987217465405998,-0.06473246955285522,0.0
0.12,-0.05845104455257439,-0.07683170216141039,0.0
0.13,-0.0667560347975994,-0.08920907804832318,0.0
0.14,-0.07472946230308339,-0.10187429988609437,0.0
0.15000000000000002,-0.08284896558144425,-0.11483752694357785,0.0
0.16,-0.0907840147786583,-0.1281094022643347,0.0
0.17,-0.09813290413612409,-0.14170108180968816,0.0
0.18000000000000002,-0.10539380400905418,-0.15562426573419655,0.0
0.19,-0.11214062741879971,-0.16989123197782857,0.0
0.2,-0.11917177291725846,-0.18451487237755143,0.0
0.21000000000000002,-0.12554210839650976,-0.19950873152157111,0.0
0.22,-0.13191867040830235,-0.21488704859236046,0.0
0.23,-0.13844820925939294,-0.23066480247018328,0.0
0.24000000000000002,-0.14410412266107386,-0.24685776039742258,0.0
0.25,-0.14942715307930582,-0.26348253053605486,0.0
0.26,-0.15469553878026876,-0.2805566187865421,0.0
0.27,-0.15947789224648534,-0.2980984902767687,0.0
0.28,-0.16405154495078617,-0.3161276359750572,0.0
0.29000000000000004,-0.1689174939259385,-0.3346646449324524,0.0
0.3,-0.17322218421922192,-0.35373128271720167,0.0
0.31,-0.17716175390371613,-0.3733505766696249,0.0
0.32,-0.1803948621610719,-0.39354690867947234,0.0
0.33,-0.1835373309970862,-0.4143461162717033,0.0
0.34,-0.18651802282042113,-0.4357756028818806,0.0
0.35000000000000003,-0.1883886514816191,-0.45786445831083256,0.0
0.36000000000000004,-0.19026447672767116,-0.4806435904719394,0.0
0.37,-0.19142948607705335,-0.5041458696857796,0.0
0.38,-0.1923192217118517,-0.528406286938776,0.0
0.39,-0.19323214187116616,-0.5534621277082642,0.0
0.4,-0.1920356017259804,-0.5793531631700687,0.0
0.41000000000000003,-0.19108530837305882,-0.6061218608509172,0.0
0.42000000000000004,-0.1904996452794177,-0.6338136170724848,0.0
0.43,-0.1893089457808381,-0.66247701386323,0.0
0.44,-0.1875670285969357,-0.692164103396502,0.0
0.45,-0.18583186079026684,-0.7229307234582566,0.0
0.46,-0.18465464612443472,-0.7548368479667429,0.0
0.47000000000000003,-0.18191548903243987,-0.7879469771736626,0.0
0.48000000000000004,-0.17766942711145933,-0.8223305728885407,0.0
0.49,-0.17475988488159938,-0.8580625449059629,0.0
0.5,-0.170839589335714,-0.8952237958040823,0.0
