sde_actionable,ml_actionable,actionable_delta_ml_minus_sde,sde_scored,ml_scored,scored_delta_ml_minus_sde,sde_tp,sde_fp,ml_tp,ml_fp,sde_precision,ml_precision,precision_delta_ml_minus_sde,sde_wilson_ci_low,sde_wilson_ci_high,ml_wilson_ci_low,ml_wilson_ci_high,two_proportion_z_stat,two_proportion_z_p_value,mcnemar_cc_stat,mcnemar_cc_p_value,mcnemar_exact_stat,mcnemar_exact_p_value,overlap_scored_keys,overlap_scored_keys_from_note,overlap_vs_sde_scored_ratio,overlap_vs_ml_scored_ratio,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
6323,823,-5500,1020,505,-515,749,271,485,20,0.734313725490196,0.9603960396039604,0.2260823141137643,0.7063647025693544,0.760504455620998,0.9396221484239944,0.9742184829539944,10.57409510706268,0.0,0.0,1.0,0.0,1.0,89,89,0.08725490196078431,0.17623762376237623,0.4950980392156863,0.13015973430333702
