protocol,score_type,bin_index,count,mean_pred,observed_rate,bin_lower,bin_upper
ml_pretrain,raw_proba,0.0,10302.0,0.011517792790206403,0.023878858474082703,0.0,0.026028914004564214
ml_pretrain,raw_proba,1.0,10301.0,0.04702398600739365,0.027375982914280166,0.026028914004564214,0.07024240940809247
ml_pretrain,raw_proba,2.0,10302.0,0.09851138791605649,0.033973985633857506,0.07024240940809247,0.12983385026454933
ml_pretrain,raw_proba,3.0,10301.0,0.16564841305048833,0.0340743617124551,0.12983385026454933,0.2042390435934067
ml_pretrain,raw_proba,4.0,10301.0,0.24643865510938515,0.035433453062809435,0.2042390435934067,0.290693998336792
ml_pretrain,raw_proba,5.0,10302.0,0.33822803442002825,0.03805086390992041,0.290693998336792,0.38694395422935496
ml_pretrain,raw_proba,6.0,10301.0,0.43692929079180587,0.042520143675371325,0.38694395422935496,0.488237202167511
ml_pretrain,raw_proba,7.0,10302.0,0.5435404605950876,0.051349252572316054,0.488237202167511,0.5996217489242555
ml_pretrain,raw_proba,8.0,10301.0,0.6608116380821882,0.0956217842927871,0.5996217489242555,0.7262771248817447
ml_pretrain,raw_proba,9.0,10302.0,0.8155666731834597,0.3675985245583382,0.7262771248817447,1.0
ml_pretrain,calibrated_proba,0.0,10042.0,0.007072849103303959,0.019318860784704243,0.0,0.0112686295892402
ml_pretrain,calibrated_proba,1.0,10088.0,0.013946621614444935,0.021015067406819986,0.0112686295892402,0.0163360560093348
ml_pretrain,calibrated_proba,2.0,10583.0,0.018272176232093925,0.02872531418312388,0.0163360560093348,0.0204028250065393
ml_pretrain,calibrated_proba,3.0,10357.0,0.023352962697952815,0.02896591677126581,0.0204028250065393,0.0275397796817625
ml_pretrain,calibrated_proba,4.0,10278.0,0.030794169541019434,0.03551274567036388,0.0275397796817625,0.0346320346320346
ml_pretrain,calibrated_proba,5.0,10412.0,0.038456791487272456,0.040242028428736074,0.0346320346320346,0.0425101214574898
ml_pretrain,calibrated_proba,6.0,10191.0,0.0471627035093556,0.04366597978608576,0.0425101214574898,0.0535714285714285
ml_pretrain,calibrated_proba,7.0,10423.0,0.06250589882599317,0.06600786721673223,0.0535714285714285,0.077485380116959
ml_pretrain,calibrated_proba,8.0,10321.0,0.10399435820327559,0.10260633659529116,0.077485380116959,0.1552287581699346
ml_pretrain,calibrated_proba,9.0,10320.0,0.37790851472626213,0.3623062015503876,0.1552287581699346,1.0
ml_racewise,raw_proba,0.0,12313.0,0.0011449178791808222,0.014212620807276862,0.0,0.0038682297337799816
ml_racewise,raw_proba,1.0,12313.0,0.012148825524910757,0.023389913099975637,0.0038682297337799816,0.024050645157694804
ml_racewise,raw_proba,2.0,12313.0,0.04411217301988965,0.03029318606351011,0.024050645157694804,0.06741282492876052
ml_racewise,raw_proba,3.0,12313.0,0.097563200023863,0.03630309429058719,0.06741282492876052,0.13170329630374908
ml_racewise,raw_proba,4.0,12312.0,0.17254658626020922,0.036062378167641324,0.13170329630374908,0.2164737731218338
ml_racewise,raw_proba,5.0,12313.0,0.2660995088871649,0.03654673921871193,0.2164737731218338,0.3183980941772461
ml_racewise,raw_proba,6.0,12313.0,0.37447480537517097,0.039795338260375214,0.3183980941772461,0.4319385170936585
ml_racewise,raw_proba,7.0,12313.0,0.4934553557214657,0.046211321367660194,0.4319385170936585,0.5576459646224976
ml_racewise,raw_proba,8.0,12313.0,0.6265783925684986,0.07837245188012669,0.5576459646224976,0.7003213524818419
ml_racewise,raw_proba,9.0,12313.0,0.7992924200542605,0.3289206529684074,0.7003213524818419,1.0
ml_racewise,calibrated_proba,0.0,12300.0,0.00426802212462678,0.012520325203252032,0.0,0.009009009009009
ml_racewise,calibrated_proba,1.0,12243.0,0.012001185324398438,0.021481662991096953,0.009009009009009,0.0149413020277481
ml_racewise,calibrated_proba,2.0,12359.0,0.017251320424395034,0.02403107047495752,0.0149413020277481,0.0193704600484261
ml_racewise,calibrated_proba,3.0,12268.0,0.021575677325359154,0.028040430388001303,0.0193704600484261,0.024818401937046
ml_racewise,calibrated_proba,4.0,12365.0,0.02842942712454166,0.03234937323089365,0.024818401937046,0.0318181818181818
ml_racewise,calibrated_proba,5.0,12311.0,0.03605181910603602,0.03704004548777516,0.0318181818181818,0.0400654129190515
ml_racewise,calibrated_proba,6.0,12263.0,0.04478804467626463,0.04468727065155345,0.0400654129190515,0.0497335701598579
ml_racewise,calibrated_proba,7.0,12360.0,0.05771349636073858,0.05598705501618123,0.0497335701598579,0.0689655172413793
ml_racewise,calibrated_proba,8.0,12342.0,0.09174689165497482,0.0871009560849133,0.0689655172413793,0.127906976744186
ml_racewise,calibrated_proba,9.0,12318.0,0.34247241287244046,0.3265140444877415,0.127906976744186,1.0
