config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.4376951033817109,0.4376951033817109,0.4190423498915943,0.06230648766320363,0.37538861571850735,0.3567358622283907,0.19226574950995542,0.2670578790007121,0.607801224324049,0.19857042712777848,0.39085400738877024,0.43325068982445697,0.4577806772496668,0.20552083333333335,0.1083331846465327,0.5125196921046725,0.06713831702001356,0.7908333333333334,0.4125196921046725,0.9870580808080808,96,65.57291666666667,isotonic:96,0,96,0.0,0.04558227369587248
