year,sde_actionable,sde_scored,sde_excluded,sde_tp,sde_fp,sde_precision,ml_actionable,ml_scored,ml_excluded,ml_tp,ml_fp,ml_precision,delta_precision_ml_minus_sde,delta_scored_ml_minus_sde,delta_actionable_ml_minus_sde,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
2022,1398,155,1243,100,55,0.6451612903225806,,,,,,,,,,,
2023,1572,226,1346,163,63,0.7212389380530974,91.0,52.0,39.0,51.0,1.0,0.9807692307692307,0.25953029271613337,-174.0,-1481.0,0.23008849557522124,0.05788804071246819
2024,1647,299,1348,227,72,0.7591973244147158,235.0,155.0,80.0,148.0,7.0,0.9548387096774194,0.19564138526270358,-144.0,-1412.0,0.5183946488294314,0.14268366727383122
2025,1706,340,1366,259,81,0.7617647058823529,690.0,388.0,302.0,362.0,26.0,0.9329896907216495,0.1712249848392966,48.0,-1016.0,1.1411764705882352,0.4044548651817116
