year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2022,21121,571,0.027034704796174425,0.07423556723867063,0.023596192207555863,0.16261391382418108,0.005281499030792793,0.5336999963657022,0.3137254901960784,0.0003314237015292836,0.8571428571428571,0.010507880910683012,0.020761245674740483,0.7773893281568106,0
2023,29907,1600,0.05349918079379409,0.161963338157623,0.0389231194754899,0.30247458895074314,0.010012395145969943,0.5564330259033332,0.15197068589088958,0.0028755809676664326,0.8837209302325582,0.0475,0.09015421115065243,0.7729986290834922,0
2024,33239,2613,0.07861247329943741,0.24009024127831363,0.05260977780359108,0.39842556620677183,0.01597867514757851,0.5908539411537581,0.1527931585046559,0.010770480459700953,0.7960893854748603,0.10907003444316878,0.19185459441265568,0.7673043713709798,0
2025,39869,3512,0.08808848980410845,0.24587655612630946,0.06342894686564768,0.3903688830647748,0.005250280754334371,0.5819119631219715,0.16155468802974182,0.009932529032581705,0.8005050505050505,0.09026195899772209,0.16223132036847493,0.7728282625598836,0
