learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.300581738,-7.7760710587932E-14,1000.0,91.5,14.517021169608366,-80.851063829787,-88.88888888888864,1000.0,-1.0,42.0,24.0,2276.5714285714284,2357.085614129129,-7.595238095238095,6.659156629416276,2.023809523809523,1.9061913915896533,1.5,0.969032708552143,1.5,0.969032708552143,0.476190476190476,0.8333914033193508,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.465584872,-1.2044713935918278E-13,2000.0,92.35,14.073666386797676,-109.58904109589058,-115.49295774647905,2000.0,-1.0,42.0,51.0,6187.7380952380945,9821.42527051787,-11.5,12.785758082964717,3.142857142857143,3.653073737989919,2.071428571428571,1.8265368689949593,2.071428571428571,1.8265368689949593,0.8571428571428571,1.3356541938074915,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.607406668,-1.5713653941121367E-13,3000.0,93.63333333333334,13.951948245025307,-114.60674157303399,-119.54022988505722,3000.0,-1.0,42.0,78.0,11300.309523809525,27753.474455737487,-16.0952380952381,23.33928910218961,4.452380952380952,6.670657922546197,2.714285714285715,3.3443488139766524,2.714285714285715,3.3443488139766524,1.2619047619047616,1.8748596540583498,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.783540043,-2.0270236948918967E-13,4000.0,94.525,16.914295578341978,-84.0336134453777,-87.17948717948707,4000.0,-1.0,42.0,109.0,20117.571428571428,41440.99042990945,-23.095238095238095,29.06075177699929,6.4523809523809526,8.30574993589845,3.714285714285715,4.163053020676253,3.714285714285715,4.163053020676253,1.8809523809523807,2.2545604833951285,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.988214214,-2.556517239039143E-13,5000.0,94.6,18.06233817311779,-86.20689655172413,-90.14084507042284,5000.0,-1.0,42.0,138.0,31684.500000000004,64133.261679652096,-33.761904761904766,41.627740237238456,9.500000000000002,11.896402407614767,5.238095238095237,5.958431303662448,5.238095238095237,5.958431303662448,2.4761904761904763,2.461786930191803,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,1.199268172,-3.1025153377817737E-13,6000.0,94.41666666666667,16.89077214674863,-81.08108108108067,-84.06593406593399,6000.0,-1.0,42.0,165.0,43274.69047619049,81023.14706409613,-43.761904761904745,53.2883593767333,12.35714285714286,15.228057270150927,6.666666666666667,7.624308578540942,6.666666666666667,7.624308578540942,3.0476190476190483,3.0198722388770904,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,1.297317287,-3.356169099505577E-13,7000.0,94.54285714285714,15.788863722825115,-95.8974358974364,-98.95833333333316,7000.0,-1.0,42.0,192.0,52315.142857142855,98074.35233773863,-47.261904761904766,57.035743830795894,13.357142857142856,16.298767615496953,7.166666666666666,8.159736565172194,7.166666666666666,8.159736565172194,3.214285714285714,3.056665761072494,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,1.467765294,-3.7971193126092355E-13,8000.0,94.575,14.702054176970513,-91.18942731277514,-94.61883408071769,8000.0,-1.0,42.0,223.0,68125.85714285716,135516.34123487253,-55.261904761904766,69.01822294671472,15.642857142857142,19.72224376065522,8.309523809523812,9.871091311002598,8.309523809523812,9.871091311002598,3.5714285714285716,3.29924497750664,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,1.686343497,-4.3625826869780817E-13,9000.0,94.81111111111112,14.093930101523519,-83.13725490196082,-87.55020080321313,9000.0,-1.0,42.0,250.0,89886.16666666666,190314.33167492665,-65.76190476190474,92.1263208923565,18.642857142857142,26.324264452301485,9.80952380952381,13.170991953380147,9.80952380952381,13.170991953380147,3.9047619047619055,3.634586726663061,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.882305259,-4.869537166733708E-13,10000.0,94.98,15.485369877773714,-78.6476868327402,-82.54545454545483,10000.0,-1.0,42.0,276.0,110277.59523809524,218522.14784453376,-76.83333333333333,104.05742239009932,21.80952380952381,29.730692111456946,11.404761904761905,14.865346055728473,11.404761904761905,14.865346055728473,4.404761904761904,3.994261272458237,0.0,0.0,0.0,0.0,1.0,0.0
