oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
124136,8296,0.06682992846555391,0.20459539635136706,0.04851788364884202,-0.15607751270252504,0.3453235815442585,0.00827436536869025,-0.33704921617556827,0.5851673109148477,0.13579649610803912,-0.4493708148068086,0.006629825352838822,0.787363304981774,0.0781099324975892,0.14212084658405527,823,0.7910028517110266,0.75,0.91,0.75,0.85,0,0.0,constrained_utility:124136,1.0,0.7908333333333334,0.4125196921046725,0.9870580808080808,96.0,0.0,96.0,0.0,65.57291666666667,0.0455822736958724,isotonic:96,-0.18674679383901527,0.5377486413700264,-0.644165863066538,-0.01914029773796481,0.17592222964573145,-0.1576663452266152
