year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.4706210006115725,6.137446099819491,16.288422520083248
2023,693,693,0,100.0,2.517064000130631,7.697342000392381,16.231443800425083
2024,808,808,0,100.0,2.502543499758758,8.774918799645086,18.996858159916883
2025,974,974,0,100.0,2.4880090004444355,6.558882200624791,17.266713150384017
