year,total_events,ok_events,failed_events,availability_pct,p50_total_ms,p95_total_ms,p99_total_ms
2022,525,525,0,100.0,2.4714829996810295,9.068316301272707,19.582651799537416
2023,693,693,0,100.0,2.515504998882534,6.389489400316958,18.683907599188398
2024,808,808,0,100.0,2.4766305004959577,17.77448524944702,22.837894029307762
2025,974,974,0,100.0,2.6193675003014505,8.88779365022855,18.507567519209257
