statistic,heuristic_proxy_ms,ml_total_ms,ml_added_overhead_ms,ml_overhead_share
p50,0.059651501032931264,2.5156325009447755,2.4489164989063283,0.9734794323044438
p95,0.08172254956662073,9.002184849668993,8.923824649809825,0.9912954242589177
p99,0.1247330912519828,20.94522593939471,20.719625171586777,0.9892290124508224
mean,0.06597606916699787,3.7211137942389447,3.6501750515144216,0.9809361533543126
