policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,103015,469,117,352,94938,7608,0.0045527350385866135,0.24946695095948826,0.015145631067961166,0.028557481083719798
fixed_threshold_0.10,0.1,103015,13701,3469,10232,85058,4256,0.13300004853662087,0.2531931975768192,0.44906148867313916,0.32381219079622886
fixed_threshold_0.50,0.5,103015,445,268,177,95113,7457,0.004319759258360433,0.6022471910112359,0.034692556634304206,0.06560587515299879
