year,rows,positive_rows,prevalence,raw_brier,calibrated_brier,raw_ece,calibrated_ece,raw_mce,calibrated_mce,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,mean_constrained_threshold,fallback_rows
2023,29907,1600,0.05349918079379409,0.08984539144144574,0.049000132858852956,0.12113647884723701,0.017281680936332627,0.5673008533361565,0.5347290640394089,0.013341358210452403,0.16541353383458646,0.04125,0.06603301650825412,0.49050422977898145,4003
2024,33239,2613,0.07861247329943741,0.17937809598604582,0.06430422537040821,0.28618079229360993,0.019650421999302288,0.544455840409493,0.4141863017809487,0.0009326393694154457,0.7096774193548387,0.008419441255262151,0.01664145234493192,0.8066355786876862,0
2025,39869,3512,0.08808848980410845,0.21224531817809192,0.07176622336370972,0.3357540918431381,0.015418713255333083,0.5361597992633071,0.2077729178451747,0.000978203616845168,0.7435897435897436,0.00825740318906606,0.016333427203604617,0.7964985326945747,0
