policy_label,threshold,rows,predicted_positive,tp,fp,tn,fn,positive_rate,precision,recall,f1
constrained_policy,,123129,1167,159,1008,113870,8092,0.009477864678507907,0.13624678663239073,0.019270391467700886,0.033765130600976856
fixed_threshold_0.10,0.1,123129,14984,3547,11437,103441,4704,0.12169350843424376,0.2367191671115857,0.42988728638952856,0.3053152571551539
fixed_threshold_0.50,0.5,123129,466,274,192,114686,7977,0.0037846486205524287,0.5879828326180258,0.03320809598836505,0.06286566479293336
