threshold,net_benefit_model,net_benefit_all,net_benefit_none,protocol,score_type
0.01,0.06547345022324394,0.06564553460636555,0.0,ml_pretrain,raw_proba
0.02,0.05638251611861557,0.05611130536765499,0.0,ml_pretrain,raw_proba
0.03,0.047780050047761036,0.04638049408278545,0.0,ml_pretrain,raw_proba
0.04,0.03942710608487437,0.036446957562814464,0.0,ml_pretrain,raw_proba
0.05,0.031284151260547136,0.02630429395821251,0.0,ml_pretrain,raw_proba
0.060000000000000005,0.023330624232579214,0.015945829000321148,0.0,ml_pretrain,raw_proba
0.06999999999999999,0.01570091838593294,0.005364601355163326,0.0,ml_pretrain,raw_proba
0.08,0.008095486305286913,-0.005446652977932731,0.0,ml_pretrain,raw_proba
0.09,0.0007617582630930347,-0.016495517296371554,0.0,ml_pretrain,raw_proba
0.09999999999999999,-0.006481256774903341,-0.0277899119329979,0.0,ml_pretrain,raw_proba
0.11,-0.013721575400549815,-0.03933811319067203,0.0,ml_pretrain,raw_proba
0.12,-0.02064924349057727,-0.05114877356783874,0.0,ml_pretrain,raw_proba
0.13,-0.027625928820766532,-0.06323094337896336,0.0,ml_pretrain,raw_proba
0.14,-0.03440817492146664,-0.07559409388336992,0.0,ml_pretrain,raw_proba
0.15000000000000002,-0.041052844959757445,-0.08824814204670371,0.0,ml_pretrain,raw_proba
0.16,-0.04753676649031696,-0.1012034770710692,0.0,ml_pretrain,raw_proba
0.17,-0.05402242859707529,-0.11447098884300981,0.0,ml_pretrain,raw_proba
0.18000000000000002,-0.06035943143492012,-0.1280620984630465,0.0,ml_pretrain,raw_proba
0.19,-0.06654730253235325,-0.14198879103666434,0.0,ml_pretrain,raw_proba
0.2,-0.07240450419841771,-0.15626365092462263,0.0,ml_pretrain,raw_proba
0.21000000000000002,-0.07832962755208935,-0.17089989967050395,0.0,ml_pretrain,raw_proba
0.22,-0.0840925580914903,-0.18591143684576678,0.0,ml_pretrain,raw_proba
0.23,-0.08966201492532608,-0.20131288407753,0.0,ml_pretrain,raw_proba
0.24000000000000002,-0.09521454463708659,-0.21711963255223438,0.0,ml_pretrain,raw_proba
0.25,-0.10065524438188611,-0.23334789431959746,0.0,ml_pretrain,raw_proba
0.26,-0.10608819759914262,-0.2500147577563488,0.0,ml_pretrain,raw_proba
0.27,-0.11124753078252336,-0.2671382475886276,0.0,ml_pretrain,raw_proba
0.28,-0.11626677884019052,-0.2847373899162474,0.0,ml_pretrain,raw_proba
