oof_rows,oof_positive_rows,oof_prevalence,raw_brier,calibrated_brier,brier_delta_cal_minus_raw,raw_ece,calibrated_ece,ece_delta_cal_minus_raw,raw_mce,calibrated_mce,mce_delta_cal_minus_raw,constrained_positive_rate,constrained_precision,constrained_recall,constrained_f1,constrained_predicted_positive,constrained_threshold_mean,constrained_threshold_min,constrained_threshold_max,constrained_threshold_p10,constrained_threshold_p90,oof_mode_fallback_rows,oof_mode_fallback_rate,oof_mode_counts,winner_config_id,winner_mean_constrained_threshold,winner_mean_constrained_margin_to_floor,winner_mean_precision_floor_reachable_ratio,winner_precision_floor_reachable_folds,winner_fallback_folds,winner_total_folds,winner_fallback_rate,winner_mean_constrained_utility,winner_mean_brier,winner_calibration_mix,delta_positive_rate_constrained_minus_fixed_threshold_0.10,delta_precision_constrained_minus_fixed_threshold_0.10,delta_recall_constrained_minus_fixed_threshold_0.10,delta_positive_rate_constrained_minus_fixed_threshold_0.50,delta_precision_constrained_minus_fixed_threshold_0.50,delta_recall_constrained_minus_fixed_threshold_0.50
123129,8251,0.06701102096175555,0.1451308037100627,0.05671976460515449,-0.08841103910490822,0.21997172633021844,0.012865725846075593,-0.20710600048414285,0.5432361709724076,0.2399420633249082,-0.3032941076474994,0.009477864678507907,0.13624678663239073,0.019270391467700886,0.033765130600976856,1167,0.6553648612430866,0.05,0.99,0.13,0.99,7829,0.06358372113799349,constrained_utility:115300;fallback_max_precision:7829,1.0,0.6399999999999999,0.109878180361023,0.6528442317916001,88.0,7.0,95.0,0.0736842105263157,-84.05263157894737,0.0534791519128816,"isotonic:93,sigmoid:2",-0.11221564375573585,-0.10047238047919496,-0.4106168949218277,0.005693216057955478,-0.451736045985635,-0.013937704520664163
