dataset_csv,predictions_file,rows_used,decoded_unknown_prediction_rows,known_positive_rate,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy,selected_surrogate_id,selected_surrogate_family,surrogate_selection_reason,window_count_used,top_features,notes
data_lake/reports/no_source_year_track_agnostic_v1_strict/moa_dataset_2022_2025_no_source_year_track_agnostic_v1_strict.csv,data_lake/reports/no_source_year_track_agnostic_v1_strict/moa_arf_predictions_2022_2025_no_source_year_track_agnostic_v1_strict.pred,123525,611,0.05368953653106658,0.7973689536531067,0.236890243902439,0.1484524264424914,0.5859728506787331,0.6976658384879186,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.027718 >= min_f1_gain=0.010000),12,humidity_expanding_z;lapTime_expanding_z;gapBehind;trackTemp_expanding_z;tire_life_ratio;gapAhead;pitLoss;airTemp_expanding_z;gap_to_physical_car;position,Permutation importance computed on selected surrogate predictions of MOA-decoded labels
