scope,score_type,bin_index,bin_lower,bin_upper,count,weight,mean_pred,observed_rate,abs_gap
overall,raw,0,0.0,0.1,26256,0.25487550356744165,0.04013480440086572,0.02475624619134674,0.015378558209518979
overall,raw,1,0.1,0.2,14029,0.1361840508663787,0.1481508095425757,0.03535533537671965,0.11279547416585606
overall,raw,2,0.2,0.30000000000000004,12119,0.11764306169004514,0.24905458377703885,0.03919465302417691,0.20985993075286194
overall,raw,3,0.30000000000000004,0.4,11090,0.10765422511284764,0.3499435924134672,0.047790802524797116,0.30215278988867006
overall,raw,4,0.4,0.5,10432,0.10126680580497986,0.4496100367806806,0.05933665644171779,0.39027338033896286
overall,raw,5,0.5,0.6000000000000001,9496,0.09218075037615882,0.5487466466871248,0.08034962089300758,0.46839702579411724
overall,raw,6,0.6000000000000001,0.7000000000000001,8333,0.08089113235936514,0.6484854880049351,0.12600504020160808,0.522480447803327
overall,raw,7,0.7000000000000001,0.8,6634,0.06439838858418677,0.7475929528447853,0.20636116973168525,0.5412317831131
overall,raw,8,0.8,0.9,4016,0.038984613891180894,0.8439653429881747,0.3451195219123506,0.4988458210758241
overall,raw,9,0.9,1.0,610,0.005921467747415425,0.9197733520484361,0.6344262295081967,0.2853471225402394
overall,calibrated,0,0.0,0.1,89314,0.8669999514633792,0.035454472245289255,0.04765210381351188,0.012197631568222622
overall,calibrated,1,0.1,0.2,8788,0.08530796485948648,0.13819085112382662,0.1849112426035503,0.04672039147972368
overall,calibrated,2,0.2,0.30000000000000004,2583,0.025074018346842693,0.24706825384111536,0.308168795973674,0.061100542132558666
overall,calibrated,3,0.30000000000000004,0.4,1298,0.012600106780565936,0.3394406551479668,0.3828967642526965,0.04345610910472969
overall,calibrated,4,0.4,0.5,587,0.005698199291365335,0.443005922077068,0.48211243611584326,0.03910651403877524
overall,calibrated,5,0.5,0.6000000000000001,257,0.002494782313255351,0.5513204328887369,0.556420233463035,0.005099800574298152
overall,calibrated,6,0.6000000000000001,0.7000000000000001,89,0.0008639518516720865,0.641646542172288,0.7078651685393258,0.06621862636703779
overall,calibrated,7,0.7000000000000001,0.8,64,0.000621268747269815,0.7399420633249082,0.5,0.2399420633249082
overall,calibrated,8,0.8,0.9,16,0.00015531718681745376,0.8746530860068098,0.8125,0.0621530860068098
overall,calibrated,9,0.9,1.0,19,0.00018443915934572634,0.9731459266811938,0.8947368421052632,0.07840908457593065
