config_id,max_depth,learning_rate,n_estimators,max_delta_step,subsample,colsample_bytree,scale_pos_weight_mode,scale_pos_weight_label,scale_pos_weight_fixed,mean_effective_scale_pos_weight,mean_pr_auc,mean_pr_auc_raw,mean_pr_auc_calibrated,mean_test_prevalence,mean_pr_auc_lift_raw,mean_pr_auc_lift_calibrated,std_pr_auc,mean_baseline_f1,mean_baseline_precision,mean_baseline_recall,mean_unconstrained_f1,mean_unconstrained_precision,mean_unconstrained_recall,mean_unconstrained_threshold,mean_constrained_f1,mean_constrained_precision,mean_constrained_recall,mean_constrained_threshold,mean_constrained_margin_to_floor,mean_precision_floor_reachable_ratio,precision_floor_reachable_folds,mean_constrained_utility,calibration_mix,fallback_folds,total_folds,fallback_rate,mean_brier,feature_profile,excluded_features,track_agnostic_mode,drop_source_year_feature
1,6,0.05,400,1,0.7,0.8,fixed,30.000000,30.0,30.0,0.24605019974679493,0.24605019974679493,0.22607814681432273,0.06249195395784477,0.1835582457889501,0.163586192856478,0.17211350881399584,0.049901090249945296,0.34573318324761443,0.030916291753045277,0.2470290279357226,0.24852514591166136,0.3506805775025277,0.10694736842105264,0.027872459578736,0.20987818036102307,0.03504795082360116,0.6399999999999999,0.10987818036102306,0.6528442317916001,88,-84.05263157894737,"isotonic:93,sigmoid:2",7,95,0.07368421052631578,0.05347915191288169,track_agnostic_v1,"team,rainfall,hasGapAhead,hasGapBehind,trackTemp,airTemp,humidity,speedTrap,lapTime",track_agnostic_v1,1
