learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
36000.0,3.988633697,-1.031862389968915E-12,36000.0,93.15277777777777,13.341822332220499,-74.94677075940419,-73.9590684544816,36000.0,-1.0,42.0,899.0,1096533.5952380954,2987414.540395285,-385.6666666666667,705.1986631237645,110.04761904761905,201.48533232107556,55.523809523809526,100.74266616053778,55.523809523809526,100.74266616053778,7.595238095238097,5.226851516084637,0.0,0.0,0.0,0.0,1.0,0.0
37000.0,4.094062515,-1.0591369005851446E-12,37000.0,93.07297297297298,13.111102286606203,-72.82535401213732,-71.0947930574099,37000.0,-1.0,42.0,919.0,1138743.4761904762,3125046.995230306,-397.595238095238,734.0196734096307,113.45238095238096,209.72179043780048,57.21428571428573,104.86752053954311,57.21428571428573,104.86752053954311,7.6190476190476195,5.21233237878643,0.0,0.0,0.0,0.0,1.0,0.0
38000.0,4.180532085,-1.0815066401846704E-12,38000.0,92.97105263157894,13.11499743448783,-73.10434219053818,-71.32777421423998,38000.0,-1.0,42.0,934.0,1173901.142857143,3253036.5027484144,-406.5952380952381,757.2430759500758,116.02380952380953,216.35703194705377,58.499999999999986,108.18508305271088,58.499999999999986,108.18508305271088,7.6190476190476195,5.21233237878643,0.0,0.0,0.0,0.0,1.0,0.0
39000.0,4.312776881,-1.115718463487509E-12,39000.0,92.83589743589744,13.143131090406962,-73.00309597523204,-71.20098039215667,39000.0,-1.0,42.0,953.0,1217846.8571428568,3427339.4439679612,-418.66666666666663,792.4194401361511,119.47619047619048,226.40555432461457,60.23809523809524,113.20277716230729,60.23809523809524,113.20277716230729,7.642857142857145,5.216397357729587,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,4.412950775,-1.1416335215067695E-12,40000.0,92.7975,13.200225583002656,-72.20561864913331,-70.57430432208426,40000.0,-1.0,42.0,970.0,1262033.1428571427,3616658.3261015937,-430.2619047619048,831.8880687936097,122.78571428571428,237.68410432647227,61.88095238095236,118.84837694099937,61.88095238095236,118.84837694099937,7.714285714285716,5.171619146776291,0.0,0.0,0.0,0.0,1.0,0.0
41000.0,4.49052542,-1.1617021376474034E-12,41000.0,92.76829268292684,12.976455071755083,-73.9002932551317,-72.3837209302323,41000.0,-1.0,42.0,989.0,1311481.0238095238,3842494.0057823244,-438.42857142857133,860.2161992241633,125.11904761904762,245.77782971529112,63.04761904761906,122.89514713492451,63.04761904761906,122.89514713492451,7.785714285714286,5.139686401583292,0.0,0.0,0.0,0.0,1.0,0.0
42000.0,4.581562892,-1.1852535967611603E-12,42000.0,92.74761904761904,13.016659908276228,-74.55587392550144,-73.26507394766804,42000.0,-1.0,42.0,1009.0,1361500.8571428573,4083736.682431676,-448.7619047619046,897.161725354011,128.07142857142858,256.33366145130327,64.52380952380952,128.17294682314474,64.52380952380952,128.17294682314474,7.80952380952381,5.133524891971641,0.0,0.0,0.0,0.0,1.0,0.0
43000.0,4.685084121,-1.2120346127388376E-12,43000.0,92.76046511627906,12.746636972403127,-74.39775910364166,-73.23316638842539,43000.0,-1.0,42.0,1029.0,1416478.6428571427,4349576.237596764,-459.5,934.9286721195471,131.14285714285714,267.122477748442,66.07142857142857,133.561238874221,66.07142857142857,133.561238874221,7.88095238095238,5.232181753352625,0.0,0.0,0.0,0.0,1.0,0.0
44000.0,4.828763554,-1.2492045848112965E-12,44000.0,92.70454545454545,12.92259621513659,-72.48790972595374,-71.29135538954104,44000.0,-1.0,42.0,1056.0,1484093.5952380956,4668257.3186220825,-476.7619047619048,993.7621988089753,136.0714285714286,283.9337257656753,68.52380952380953,141.97272807423573,68.52380952380953,141.97272807423573,7.928571428571431,5.2609600215580485,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,5.005195191,-1.2948475754819808E-12,45000.0,92.68666666666667,12.916795186352935,-72.75590551181114,-71.85378590078335,45000.0,-1.0,42.0,1079.0,1561975.2619047621,4776839.402472181,-498.76190476190465,1028.4160638888213,142.35714285714286,293.83484837314126,71.66666666666667,146.92335261868837,71.66666666666667,146.92335261868837,7.976190476190475,5.348754563210773,0.0,0.0,0.0,0.0,1.0,0.0
