sde_actionable,ml_actionable,actionable_delta_ml_minus_sde,sde_scored,ml_scored,scored_delta_ml_minus_sde,sde_tp,sde_fp,ml_tp,ml_fp,sde_precision,ml_precision,precision_delta_ml_minus_sde,sde_wilson_ci_low,sde_wilson_ci_high,ml_wilson_ci_low,ml_wilson_ci_high,two_proportion_z_stat,two_proportion_z_p_value,mcnemar_cc_stat,mcnemar_cc_p_value,mcnemar_exact_stat,mcnemar_exact_p_value,overlap_scored_keys,overlap_scored_keys_from_note,overlap_vs_sde_scored_ratio,overlap_vs_ml_scored_ratio,ml_vs_sde_scored_ratio,ml_vs_sde_actionable_ratio
6323,469,-5854,1020,102,-918,749,271,95,7,0.734313725490196,0.931372549019608,0.1970588235294118,0.7063647025693544,0.760504455620998,0.8650704496132519,0.9663617791231328,4.395404663302559,1.1056658340447e-05,0.0,1.0,0.0,1.0,16,16,0.01568627450980392,0.1568627450980392,0.1,0.07417365174758817
