dataset_csv,predictions_file,seed,test_size,min_f1_gain,rows_aligned,rows_used,n_test_rows,n_test_positive,prevalence_test,pr_auc_ap,pr_auc_trapz,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,selected_surrogate_id,selected_surrogate_family,selection_reason,fidelity_accuracy,fidelity_f1,fidelity_precision,fidelity_recall,fidelity_balanced_accuracy
data_lake/reports/no_source_year_track_agnostic_v1_strict/moa_dataset_2022_2025_no_source_year_track_agnostic_v1_strict.csv,data_lake/reports/no_source_year_track_agnostic_v1_strict/moa_arf_predictions_2022_2025_no_source_year_track_agnostic_v1_strict.pred,42,0.2,0.01,124136,123525,24705,1326,0.05367334547662417,0.19675999527979146,0.19609688826549923,0.6036949625137246,0.26169234928313023,0.20396123050990309,0.3650075414781297,rf_300_d12,RandomForestClassifier,selected top-ranked candidate by F1 (gain=0.027718 >= min_f1_gain=0.010000),0.7973689536531067,0.236890243902439,0.1484524264424914,0.5859728506787331,0.6976658384879186
